HouseDescription,Address,Cost
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 240 sqm. ,"Silang, Cavite",₱ 9.00 million
For Sale Rowhouse 29 sqm. ,"General Trias, Cavite","₱ 834,400"
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 175 sqm. ,"Marilao, Bulacan",₱ 11.2 million
For Sale Others 5 Bedrooms 6 Bathrooms 336 sqm. ,"Mandaluyong, Metro Manila",₱ 15.0 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 50 sqm. ,"Mabalacat, Pampanga",₱ 2.22 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 265 sqm. ,"Santa Rosa, Laguna",₱ 35.6 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 230 sqm. ,"Pasig, Metro Manila",₱ 14.5 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 211 sqm. ,"Santa Rosa, Laguna",₱ 29.5 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 178 sqm. ,"Silang, Cavite",₱ 11.8 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 75 sqm. ,"Padre Garcia, Batangas",₱ 4.70 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 166 sqm. ,"Bacolod, Negros Occidental",₱ 9.89 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 179 sqm. ,"Quezon City / QC, Metro Manila",₱ 10.5 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 65 sqm. ,"Bacoor, Cavite",₱ 4.70 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 72 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 1.85 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 120 sqm. ,"Tanza, Cavite",₱ 5.10 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 96 sqm. ,"Novaliches, Quezon City / QC, Metro Manila",₱ 5.05 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 349 sqm. ,"Las Piñas, Metro Manila",₱ 83.6 million
For Sale Townhouse 5 Bedrooms 5 Bathrooms 551 sqm. ,"Manila, Metro Manila",₱ 72.0 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 264 sqm. ,"Bacoor, Cavite",₱ 50.1 million
For Sale Single Detached House 3 Bedrooms 4 Bathrooms 320 sqm. ,"San Fernando, Pampanga",₱ 10.8 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 116 sqm. ,"Tagaytay, Cavite",₱ 5.50 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 120 sqm. ,"Tarlac City, Tarlac",₱ 3.00 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 116 sqm. ,"Tagaytay, Cavite",₱ 5.50 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 75 sqm. ,"Padre Garcia, Batangas",₱ 4.70 million
For Sale Single Detached House 7 Bedrooms 6 Bathrooms 435 sqm. ,"Laurel, Batangas",₱ 20.0 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 166 sqm. ,"Bacolod, Negros Occidental",₱ 9.89 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 136 sqm. ,"Silang, Cavite",₱ 9.48 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 109 sqm. ,"Santa Rosa, Laguna",₱ 13.8 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 174 sqm. ,"Silang, Cavite",₱ 10.5 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 76 sqm. ,"San Pedro, Laguna",₱ 5.42 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 80 sqm. ,"Santa Maria, Bulacan",₱ 5.97 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 263 sqm. ,"Parañaque, Metro Manila",₱ 19.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 150 sqm. ,"Tanauan, Batangas",₱ 5.90 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 328 sqm. ,"Las Piñas, Metro Manila",₱ 47.0 million
For Sale Single Detached House 5 Bedrooms 5 Bathrooms 374 sqm. ,"Las Piñas, Metro Manila",₱ 45.0 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 160 sqm. ,"Lipa, Batangas",₱ 9.64 million
For Sale Townhouse 1 Bathroom 34 sqm. ,"San Jose del Monte, Bulacan",₱ 3.40 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 120 sqm. ,"San Fernando, Pampanga",₱ 6.20 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 77 sqm. ,"Bacoor, Cavite",₱ 7.00 million
For Sale Townhouse 4 Bedrooms 5 Bathrooms 359 sqm. ,"Mandaluyong, Metro Manila",₱ 41.5 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 100 sqm. ,"Muntinlupa, Metro Manila",₱ 7.65 million
For Sale Duplex / Twin House 5 Bedrooms 6 Bathrooms 800 sqm. ,"New Manila, Quezon City / QC, Metro Manila",₱ 110 million
For Sale Townhouse 4 Bedrooms 5 Bathrooms 250 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 24.0 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 378 sqm. ,"Manila, Metro Manila",₱ 52.0 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 120 sqm. ,"Tarlac City, Tarlac",₱ 3.00 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 133 sqm. ,"Lipa, Batangas",₱ 9.28 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 104 sqm. ,"Quezon City / QC, Metro Manila",₱ 7.00 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 91 sqm. ,"Marikina, Metro Manila",₱ 6.05 million
For Sale Single Detached House 5 Bedrooms 5 Bathrooms 656 sqm. ,"Antipolo, Rizal",₱ 7.43 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 118 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 5.71 million
For Sale Single Attached House 3 Bedrooms 4 Bathrooms 360 sqm. ,"Marikina, Metro Manila",₱ 30.0 million
For Sale Single Detached House 4 Bedrooms 5 Bathrooms 327 sqm. ,"Marikina, Metro Manila",₱ 11.8 million
For Sale Single Detached House 5 Bedrooms 4 Bathrooms 579 sqm. ,"Cainta, Rizal",₱ 5.12 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 46 sqm. ,"Tanauan, Batangas",₱ 1.05 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 42 sqm. ,"Baras, Rizal",₱ 2.02 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 166 sqm. ,"Santo Tomas, Batangas",₱ 10.6 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 42 sqm. ,"Baras, Rizal",₱ 2.02 million
For Sale Single Detached House 8 Bedrooms 7 Bathrooms 525 sqm. ,"Talisay, Cebu",₱ 30.0 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 120 sqm. ,"Quezon City / QC, Metro Manila",₱ 8.50 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 196 sqm. ,"Ormoc, Leyte",₱ 4.05 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 100 sqm. ,"Marikina, Metro Manila",₱ 6.60 million
For Sale Duplex / Twin House 2 Bedrooms 2 Bathrooms 106 sqm. ,"Taytay, Rizal",₱ 4.90 million
For Sale Others 4 Bedrooms 3 Bathrooms 135 sqm. ,"Cainta, Rizal",₱ 9.70 million
For Sale Duplex / Twin House 2 Bedrooms 1 Bathroom 104 sqm. ,"Angeles, Pampanga",₱ 3.02 million
For Sale Duplex / Twin House 3 Bedrooms 2 Bathrooms 53 sqm. ,"Antipolo, Rizal",₱ 5.00 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 212 sqm. ,"Antipolo, Rizal",₱ 16.5 million
For Sale Townhouse 5 Bedrooms 5 Bathrooms 500 sqm. ,"Quezon City / QC, Metro Manila",₱ 50.8 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 238 sqm. ,"Antipolo, Rizal",₱ 30.0 million
For Sale Duplex / Twin House 4 Bedrooms 5 Bathrooms 390 sqm. ,"San Juan, Metro Manila",₱ 51.8 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 50 sqm. ,"Angeles, Pampanga",₱ 3.81 million
For Sale Others 1 Bedroom 1 Bathroom 22 sqm. ,"Ormoc, Leyte",₱ 1.00 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 84 sqm. ,"Calamba, Laguna",₱ 5.08 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 132 sqm. ,"Lipa, Batangas",₱ 4.45 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 99 sqm. ,"Marilao, Bulacan",₱ 5.40 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 93 sqm. ,"Antipolo, Rizal",₱ 9.30 million
For Sale Townhouse 4 Bedrooms 5 Bathrooms 390 sqm. ,"San Juan, Metro Manila",₱ 46.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 80 sqm. ,"Biñan, Laguna",₱ 6.30 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 36 sqm. ,"Ormoc, Leyte",₱ 2.06 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 179 sqm. ,"Quezon City / QC, Metro Manila",₱ 10.5 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 65 sqm. ,"Bacoor, Cavite",₱ 4.70 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 72 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 1.85 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 120 sqm. ,"Tanza, Cavite",₱ 5.10 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 96 sqm. ,"Novaliches, Quezon City / QC, Metro Manila",₱ 5.05 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 349 sqm. ,"Las Piñas, Metro Manila",₱ 83.6 million
For Sale Townhouse 5 Bedrooms 5 Bathrooms 551 sqm. ,"Manila, Metro Manila",₱ 72.0 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 264 sqm. ,"Bacoor, Cavite",₱ 50.1 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Bacolod, Negros Occidental",₱ 5.81 million
For Sale Single Detached House 3 Bedrooms 4 Bathrooms 320 sqm. ,"San Fernando, Pampanga",₱ 10.8 million
For Sale Single Detached House 5 Bedrooms 4 Bathrooms 320 sqm. ,"Parañaque, Metro Manila",₱ 26.0 million
For Sale Others 5 Bedrooms 6 Bathrooms 380 sqm. ,"Las Piñas, Metro Manila",₱ 15.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 80 sqm. ,"Padre Garcia, Batangas",₱ 5.09 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"San Vicente, Camarines Norte",₱ 1.44 million
For Sale Townhouse 3 Bedrooms 4 Bathrooms 256 sqm. ,"Tandang Sora, Quezon City / QC, Metro Manila",₱ 19.8 million
For Sale Single Detached House 7 Bedrooms 6 Bathrooms 435 sqm. ,"Laurel, Batangas",₱ 20.0 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 58 sqm. ,"Lipa, Batangas",₱ 2.33 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 220 sqm. ,"Cebu City, Cebu",₱ 28.0 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Iloilo City, Iloilo",₱ 2.00 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 90 sqm. ,"Tanza, Cavite",₱ 3.30 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 95 sqm. ,"Santa Rosa, Laguna",₱ 17.6 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 165 sqm. ,"Caloocan, Metro Manila",₱ 9.43 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"San Jose del Monte, Bulacan",₱ 6.26 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 75 sqm. ,"Padre Garcia, Batangas",₱ 3.93 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 120 sqm. ,"Quezon City / QC, Metro Manila",₱ 8.50 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 196 sqm. ,"Ormoc, Leyte",₱ 4.05 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 100 sqm. ,"Marikina, Metro Manila",₱ 6.60 million
For Sale Others 4 Bedrooms 3 Bathrooms 135 sqm. ,"Cainta, Rizal",₱ 9.70 million
For Sale Duplex / Twin House 2 Bedrooms 2 Bathrooms 106 sqm. ,"Taytay, Rizal",₱ 4.90 million
For Sale Single Attached House 5 Bedrooms 3 Bathrooms 159 sqm. ,"Marilao, Bulacan",₱ 9.60 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 154 sqm. ,"Meycauayan, Bulacan",₱ 10.8 million
For Sale Single Attached House 4 Bedrooms 2 Bathrooms 105 sqm. ,"Marilao, Bulacan",₱ 5.99 million
For Sale Duplex / Twin House 3 Bedrooms 2 Bathrooms 54 sqm. ,"Magalang, Pampanga",₱ 3.08 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Pandi, Bulacan",₱ 2.12 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 42 sqm. ,"Pandi, Bulacan",₱ 2.03 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 69 sqm. ,"Lipa, Batangas",₱ 2.83 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 240 sqm. ,"Bacolod, Negros Occidental",₱ 4.50 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 94 sqm. ,"Trece Martires, Cavite",₱ 5.51 million
For Sale Rowhouse 2 Bedrooms 1 Bathroom 27 sqm. ,"Tanza, Cavite","₱ 750,000"
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 60 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 3.89 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 378 sqm. ,"Manila, Metro Manila",₱ 52.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 133 sqm. ,"Lipa, Batangas",₱ 9.28 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"San Fernando, Pampanga",₱ 1.26 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 75 sqm. ,"San Fernando, Pampanga",₱ 2.50 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 35 sqm. ,"Tarlac City, Tarlac",₱ 1.71 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 56 sqm. ,"Quezon City / QC, Metro Manila",₱ 7.43 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 45 sqm. ,"Trece Martires, Cavite",₱ 2.70 million
For Sale Single Attached House 4 Bedrooms 8 Bathrooms 300 sqm. ,"Las Piñas, Metro Manila",₱ 31.0 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 241 sqm. ,"Las Piñas, Metro Manila",₱ 15.3 million
For Sale Single Attached House 5 Bedrooms 3 Bathrooms 255 sqm. ,"Bacoor, Cavite",₱ 13.5 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Bacolod, Negros Occidental",₱ 2.21 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 1.75 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 1.85 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 220 sqm. ,"Antipolo, Rizal",₱ 15.0 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 167 sqm. ,"Antipolo, Rizal",₱ 17.0 million
For Sale Duplex / Twin House 4 Bedrooms 4 Bathrooms 200 sqm. ,"Taytay, Rizal",₱ 17.0 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 210 sqm. ,"Quezon City / QC, Metro Manila",₱ 12.5 million
For Sale Single Attached House 4 Bedrooms 4 Bathrooms 250 sqm. ,"Antipolo, Rizal",₱ 9.00 million
For Sale Others 5 Bedrooms 3 Bathrooms 126 sqm. ,"Urdaneta, Pangasinan",₱ 8.50 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 80 sqm. ,"Padre Garcia, Batangas",₱ 5.09 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 113 sqm. ,"Angeles, Pampanga",₱ 6.85 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 72 sqm. ,"General Trias, Cavite",₱ 3.80 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 78 sqm. ,"Lapu-Lapu (Opon), Cebu",₱ 5.00 million
For Sale Single Detached House 5 Bedrooms 4 Bathrooms 240 sqm. ,"Davao City, Davao del Sur",₱ 14.0 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 220 sqm. ,"Antipolo, Rizal",₱ 15.0 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 167 sqm. ,"Antipolo, Rizal",₱ 17.0 million
For Sale Duplex / Twin House 4 Bedrooms 4 Bathrooms 200 sqm. ,"Taytay, Rizal",₱ 17.0 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 210 sqm. ,"Quezon City / QC, Metro Manila",₱ 12.5 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 62 sqm. ,"Baras, Rizal","₱ 825,000"
For Sale Single Attached House 5 Bedrooms 3 Bathrooms 159 sqm. ,"Marilao, Bulacan",₱ 9.60 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 154 sqm. ,"Meycauayan, Bulacan",₱ 10.8 million
For Sale Single Attached House 4 Bedrooms 2 Bathrooms 105 sqm. ,"Marilao, Bulacan",₱ 5.99 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 50 sqm. ,"Angeles, Pampanga",₱ 3.81 million
For Sale Duplex / Twin House 3 Bedrooms 2 Bathrooms 54 sqm. ,"Magalang, Pampanga",₱ 3.08 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 69 sqm. ,"Lipa, Batangas",₱ 2.83 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 240 sqm. ,"Bacolod, Negros Occidental",₱ 4.50 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Pandi, Bulacan",₱ 2.12 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 42 sqm. ,"Pandi, Bulacan",₱ 2.03 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 78 sqm. ,"Lapu-Lapu (Opon), Cebu",₱ 5.00 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 94 sqm. ,"Trece Martires, Cavite",₱ 5.51 million
For Sale Rowhouse 2 Bedrooms 1 Bathroom 27 sqm. ,"Tanza, Cavite","₱ 750,000"
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 60 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 3.89 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 42 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 1.55 million
For Sale Single Detached House 8 Bedrooms 7 Bathrooms 525 sqm. ,"Talisay, Cebu",₱ 30.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 88 sqm. ,"Clark, Angeles, Pampanga",₱ 1.87 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 46 sqm. ,"Roxas City, Capiz",₱ 3.49 million
For Sale Single Attached House 5 Bedrooms 3 Bathrooms 100 sqm. ,"Santa Maria, Bulacan",₱ 7.65 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 40 sqm. ,"Imus, Cavite",₱ 1.95 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 34 sqm. ,"San Jose del Monte, Bulacan","₱ 929,068"
For Sale Townhouse 3 Bedrooms 2 Bathrooms 90 sqm. ,"Biñan, Laguna",₱ 6.63 million
For Sale Single Attached House 4 Bedrooms 4 Bathrooms 250 sqm. ,"Antipolo, Rizal",₱ 9.00 million
For Sale Others 5 Bedrooms 3 Bathrooms 126 sqm. ,"Urdaneta, Pangasinan",₱ 8.50 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 80 sqm. ,"Padre Garcia, Batangas",₱ 5.09 million
For Sale Single Attached House 1 Bathroom 44 sqm. ,"Pila, Laguna","₱ 450,000"
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Magalang, Pampanga",₱ 1.08 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 86 sqm. ,"Angeles, Pampanga",₱ 3.34 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 72 sqm. ,"General Trias, Cavite",₱ 3.80 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 113 sqm. ,"Angeles, Pampanga",₱ 6.85 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 85 sqm. ,"Porac, Pampanga",₱ 7.08 million
For Sale Single Detached House 5 Bedrooms 4 Bathrooms 240 sqm. ,"Davao City, Davao del Sur",₱ 14.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 207 sqm. ,"Tagaytay, Cavite",₱ 55.9 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 200 sqm. ,"Novaliches, Quezon City / QC, Metro Manila",₱ 5.30 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 400 sqm. ,"San Jose, Batangas",₱ 15.1 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 183 sqm. ,"Angeles, Pampanga",₱ 18.5 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 58 sqm. ,"Lipa, Batangas",₱ 2.33 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 220 sqm. ,"Cebu City, Cebu",₱ 28.0 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Iloilo City, Iloilo",₱ 2.00 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 90 sqm. ,"Tanza, Cavite",₱ 3.30 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 95 sqm. ,"Santa Rosa, Laguna",₱ 17.6 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 165 sqm. ,"Caloocan, Metro Manila",₱ 9.43 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 75 sqm. ,"Padre Garcia, Batangas",₱ 3.93 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 150 sqm. ,"Angeles, Pampanga",₱ 9.23 million
For Sale Single Attached House 4 Bedrooms 4 Bathrooms 200 sqm. ,"Antipolo, Rizal",₱ 9.50 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 170 sqm. ,"Quezon City / QC, Metro Manila",₱ 15.0 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 50 sqm. ,"Angeles, Pampanga",₱ 3.81 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 42 sqm. ,"Pagadian, Zamboanga del Sur",₱ 1.67 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 85 sqm. ,"Antipolo, Rizal",₱ 6.07 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 42 sqm. ,"Bacolod, Negros Occidental",₱ 1.82 million
For Sale 3 Bedrooms 2 Bathrooms 79 sqm. ,"Marilao, Bulacan",₱ 4.27 million
For Sale Townhouse 3 Bedrooms 4 Bathrooms 216 sqm. ,"Quezon City / QC, Metro Manila",₱ 16.3 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 78 sqm. ,"Lipa, Batangas",₱ 6.50 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 132 sqm. ,"Lipa, Batangas",₱ 4.45 million
For Sale Townhouse 4 Bedrooms 2 Bathrooms 200 sqm. ,"Pasig, Metro Manila",₱ 12.0 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 95 sqm. ,"San Mateo, Rizal",₱ 5.70 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 167 sqm. ,"San Pedro, Laguna",₱ 8.84 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 93 sqm. ,"Antipolo, Rizal",₱ 9.30 million
For Sale Townhouse 4 Bedrooms 5 Bathrooms 390 sqm. ,"San Juan, Metro Manila",₱ 46.0 million
For Sale Single Detached House 8 Bedrooms 7 Bathrooms 525 sqm. ,"Talisay, Cebu",₱ 30.0 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 42 sqm. ,"Tanza, Cavite",₱ 2.27 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Taal, Batangas",₱ 2.32 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Baras, Rizal",₱ 2.54 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 80 sqm. ,"Biñan, Laguna",₱ 6.30 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 60 sqm. ,"Baclayon, Bohol",₱ 3.60 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 50 sqm. ,"Nasugbu, Batangas",₱ 2.30 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Legazpi, Albay",₱ 2.20 million
For Sale Single Attached House 5 Bedrooms 5 Bathrooms 280 sqm. ,"Taytay, Rizal",₱ 19.0 million
For Sale Townhouse 3 Bedrooms 4 Bathrooms 216 sqm. ,"Quezon City / QC, Metro Manila",₱ 16.3 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 78 sqm. ,"Lipa, Batangas",₱ 6.50 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 95 sqm. ,"San Mateo, Rizal",₱ 5.70 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 260 sqm. ,"Talisay, Cebu",₱ 24.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 167 sqm. ,"San Pedro, Laguna",₱ 8.84 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 200 sqm. ,"Novaliches, Quezon City / QC, Metro Manila",₱ 5.30 million
