,Region,Sqm,Bathrooms,Bedrooms,Cost
3701,III,133,2,3,11000000.0
3702,VII,44,1,0,9010000.0
3703,Other NCR loc,82,1,0,11100000.0
3704,Other NCR loc,61,1,0,8760000.0
3705,Pasig,99,1,2,9500000.0
3706,Other NCR loc,78,2,2,9000000.0
3707,Other NCR loc,36,1,0,3500000.0
3708,Quezon City,37,1,0,5700000.0
3709,Mandaluyong,39,1,0,7950000.0
3710,Other NCR loc,82,2,2,15000000.0
3711,Pasay,20,1,0,5120000.0
3712,Taguig,36,1,0,9950000.0
3713,Taguig,66,1,0,18200000.0
3714,Other NCR loc,58,1,0,12200000.0
3715,Taguig,46,1,0,11500000.0
3716,Taguig,84,2,2,23400000.0
3717,Mandaluyong,81,2,3,12500000.0
3718,Quezon City,151,5,4,32900000.0
3719,Quezon City,89,3,2,10500000.0
3720,Mandaluyong,22,1,0,4200000.0
3721,Quezon City,23,1,0,3210000.0
3722,VII,35,1,0,5290000.0
3723,Mandaluyong,13,1,0,2060000.0
3724,Mandaluyong,24,1,0,4500000.0
3725,Other City/Province,30,1,0,4900000.0
3726,Quezon City,22,1,0,2500000.0
3727,Makati,30,1,0,6500000.0
3728,Other NCR loc,30,1,2,2700000.0
3730,Quezon City,46,1,0,4600000.0
3731,Makati,22,1,0,2900000.0
3732,Makati,87,1,3,11000000.0
3733,Other NCR loc,30,1,2,2200000.0
3734,Quezon City,20,1,0,1560000.0
3735,Makati,24,1,0,3500000.0
3736,Makati,137,2,2,36000000.0
3737,VII,48,1,0,5990000.0
3738,VII,36,1,0,4300000.0
3739,Mandaluyong,50,1,2,8430000.0
3740,Other NCR loc,51,1,2,8070000.0
3741,IV A,29,1,0,3770000.0
3742,Makati,27,1,0,6350000.0
3743,IV A,29,1,0,4440000.0
3744,Other NCR loc,48,1,2,7000000.0
3745,Mandaluyong,26,1,0,4000000.0
3746,IV A,29,1,0,4440000.0
3747,Other NCR loc,30,1,0,4840000.0
3748,IV A,29,1,0,3770000.0
3749,IV A,21,1,0,2400000.0
3750,IV A,29,1,0,4440000.0
3751,Mandaluyong,50,1,2,8000000.0
3752,IV A,40,1,0,8199999.999999999
3753,Pasay,24,1,0,4340000.0
3755,Taguig,23,1,0,2500000.0
3756,Taguig,212,4,3,63800000.0
3757,Pasig,30,1,2,3200000.0
3758,Other NCR loc,22,1,0,1900000.0
3759,Other NCR loc,42,1,0,5500000.0
3760,Taguig,33,1,0,6800000.0
3761,III,28,1,0,4200000.0
3762,Other NCR loc,155,2,3,13000000.0
3763,Other NCR loc,31,1,0,4900000.0
3764,Mandaluyong,50,1,2,8000000.0
3765,Other NCR loc,46,2,2,7250000.0
3766,Other NCR loc,49,1,2,4260000.0
3767,Other NCR loc,36,1,0,8400000.0
3768,Quezon City,25,1,0,3230000.0
3769,Makati,149,3,3,17000000.0
3770,Makati,71,1,0,27000000.0
3771,Pasig,30,1,0,2500000.0
3772,Taguig,41,1,0,7000000.0
3773,Muntinlupa,57,2,2,9430000.0
3774,Pasig,125,3,2,22000000.0
3775,Makati,221,2,2,60000000.0
3776,Mandaluyong,20,1,0,2900000.0
3777,Mandaluyong,20,1,0,2500000.0
3778,Taguig,105,2,3,15500000.0
3779,Pasig,135,2,3,12000000.0
3780,Other NCR loc,25,1,0,3580000.0
3781,Pasig,30,1,2,2950000.0
3782,Pasig,29,1,2,4500000.0
3783,Pasay,38,1,0,6560000.0
3784,IV A,24,1,0,2530000.0
3785,IV A,24,1,0,2260000.0
3786,Other City/Province,24,1,0,2410000.0
3787,VII,24,1,0,2400000.0
3788,VII,148,4,6,5500000.0
3789,Other City/Province,22,1,0,2400000.0
3790,Other NCR loc,49,1,2,3800000.0
3791,VII,79,3,2,14400000.0
3792,Pasig,51,2,2,10500000.0
3793,Makati,179,3,3,35000000.0
3794,Mandaluyong,42,1,2,8600000.0
3795,Makati,27,1,0,7700000.0
3796,Other NCR loc,30,1,0,3680000.0
3797,Other City/Province,39,0,2,6250000.0
3798,IV A,50,1,2,2830000.0
3799,IV A,28,1,0,3400000.0
3800,Other City/Province,15,1,0,1280000.0
3801,Mandaluyong,25,1,0,4870000.0
3802,Other City/Province,19,1,0,2190000.0
3803,Taguig,37,1,0,7800000.0
3804,Makati,54,1,0,10000000.0
3805,Quezon City,22,1,0,3000000.0
3806,Pasig,48,1,2,4650000.0
3807,Other NCR loc,21,1,0,5590000.0
3808,VII,41,1,0,10900000.0
3809,VII,23,1,0,3800000.0
3810,Other NCR loc,49,1,2,4260000.0
3811,IV A,40,1,0,8199999.999999999
3812,Pasay,31,1,0,5540000.0
3813,Other NCR loc,81,2,3,6700000.0
3814,Quezon City,100,3,3,28500000.0
3815,Other City/Province,60,2,2,12800000.0
3816,Other NCR loc,38,1,0,4200000.0
3817,Other City/Province,21,1,0,5080000.0
3818,Makati,108,2,2,37000000.0
3820,Taguig,117,3,3,48800000.0
3821,Other City/Province,21,1,0,5000000.0
3822,IV A,28,1,0,2900000.0
3823,Other NCR loc,27,1,0,8900000.0
3824,Pasig,28,1,0,6500000.0
3825,III,36,1,2,2020000.0
3826,Mandaluyong,89,2,3,9000000.0
3827,Other NCR loc,42,1,2,7500000.0
3828,Other NCR loc,13,1,0,1870000.0
3829,Other NCR loc,20,1,0,4220000.0
3830,III,260,1,2,3700000.0
3831,Mandaluyong,70,2,2,10000000.0
3832,IV A,23,1,0,3600000.0
3833,Taguig,138,2,2,37000000.0
3834,Makati,121,2,2,40000000.0
3835,Other NCR loc,28,1,2,5000000.0
3836,IV A,30,1,0,6970000.0
3837,Mandaluyong,40,1,0,14500000.0
3838,Taguig,22,1,0,4780000.0
3839,Pasig,24,1,0,5840000.0
3840,Taguig,38,1,0,9800000.0
3841,Other NCR loc,21,1,0,5630000.0
3842,Quezon City,23,1,0,4920000.0
3843,III,24,1,0,3290000.0
3844,Other NCR loc,20,1,0,1600000.0
3845,Quezon City,22,1,0,4600000.0
3846,Mandaluyong,24,1,0,6000000.0
3847,Quezon City,27,1,0,1830000.0
3848,Quezon City,21,1,0,4400000.0
3849,Other City/Province,31,1,0,5870000.0
3850,Taguig,84,2,2,19000000.0
3851,VII,37,1,0,4000000.0
3852,Other City/Province,41,1,0,5000000.0
3853,Makati,28,1,0,4500000.0
3854,Pasig,31,1,2,4600000.0
3855,Pasig,37,1,2,5000000.0
3856,Benguet,42,2,2,4500000.0
3857,Other NCR loc,208,4,4,56200000.0
3858,Other NCR loc,37,1,0,7000000.0
3859,Muntinlupa,70,2,2,9500000.0
3860,Pasay,24,1,0,7200000.0
3861,Pasay,26,1,0,6400000.0
3862,IV A,29,1,2,3500000.0
3863,Makati,26,1,0,7300000.0
3864,Pasay,32,1,0,9400000.0
3865,Makati,26,1,0,7300000.0
3866,Other NCR loc,40,0,0,6670000.0
3867,Makati,25,1,0,7600000.0
3868,Other NCR loc,26,1,0,8100000.0
3869,Quezon City,24,1,0,6200000.0
3870,Pasig,41,1,0,9500000.0
3871,Other NCR loc,30,1,2,2900000.0
3872,Pasig,84,2,3,7840000.0
3873,Makati,75,2,2,20000000.0
3874,III,28,1,2,3700000.0
3875,Quezon City,100,3,2,15000000.0
3876,IV A,101,2,2,13200000.0
3877,Pasay,54,1,0,12200000.0
3878,Other City/Province,26,1,0,4890000.0
3879,IV A,40,1,0,2180000.0
3880,Other NCR loc,135,3,3,35000000.0
3881,Quezon City,22,1,0,4750000.0
3882,Mandaluyong,57,2,2,7900000.0
3883,Taguig,76,3,3,18000000.0
3884,Taguig,100,2,4,10000000.0
3885,Other City/Province,25,1,0,3090000.0
3886,Pasay,26,1,0,6100000.0
3887,Makati,78,1,2,13000000.0
3888,Other NCR loc,32,1,0,6300000.0
3889,Other NCR loc,21,1,0,1870000.0
3890,Other NCR loc,33,1,2,4300000.0
3891,Taguig,41,1,0,6500000.0
3892,Mandaluyong,32,1,0,4210000.0
3893,Muntinlupa,22,1,0,3980000.0
3894,IV A,38,1,0,5000000.0
3895,IV A,40,1,2,8440000.0
3896,IV A,22,1,0,3500000.0
3897,Mandaluyong,32,1,0,7580000.0
3898,Taguig,39,1,0,9000000.0
3899,Makati,47,1,0,16000000.0
3900,Makati,250,3,3,65000000.0
3901,IV A,135,2,2,15500000.0
3902,Pasig,30,1,2,2860000.0
3903,VII,49,1,0,11300000.0
3904,Other City/Province,46,1,0,6630000.0
3905,Other City/Province,24,1,0,4070000.0000000005
3906,Other City/Province,50,1,0,8600000.0
3907,Mandaluyong,30,1,3,3300000.0
3908,Pasig,50,1,0,8700000.0
3909,Other NCR loc,30,1,0,4930000.0
3910,Other NCR loc,25,1,0,4200000.0
3911,Other City/Province,68,1,2,3800000.0
3912,Mandaluyong,31,1,0,5510000.0
3913,Makati,67,2,2,12200000.0
3914,Other NCR loc,27,1,0,4300000.0
3915,Makati,235,5,6,25000000.0
3916,Pasig,56,1,0,6800000.0
3917,Pasig,36,1,0,5750000.0
3918,Quezon City,73,1,2,12400000.0
3919,Quezon City,61,1,2,8570000.0
3920,Makati,102,1,2,30000000.0
3921,Quezon City,23,1,0,2500000.0
3922,Makati,48,1,2,7500000.0
3923,Makati,63,2,2,10000000.0
3924,III,49,3,3,5150000.0
3925,Muntinlupa,18,1,0,4700000.0
3926,Taguig,41,1,0,8500000.0
3927,Other City/Province,25,1,0,3000000.0
3929,IV A,21,1,0,2790000.0
3930,Other NCR loc,27,1,0,2600000.0
3931,Other City/Province,52,1,0,9650000.0
3932,Other City/Province,26,1,0,4920000.0
3933,Other City/Province,83,2,2,15300000.0
3934,IV A,50,1,2,2990000.0
3935,Other City/Province,29,0,0,5500000.0
3936,Other City/Province,55,1,0,7220000.0
3937,Makati,23,1,0,2700000.0
3938,Quezon City,332,9,9,22000000.0
3939,Quezon City,22,1,0,3400000.0
3940,Quezon City,45,2,0,5500000.0
3941,Other NCR loc,22,1,0,2500000.0
3942,Mandaluyong,76,2,2,12300000.0
3943,Mandaluyong,24,1,0,3890000.0
3944,IV A,20,1,0,2600000.0
3945,Muntinlupa,18,1,0,4680000.0
3946,Other City/Province,91,2,2,16700000.0
3947,Other NCR loc,23,1,0,4099999.9999999995
3948,Other City/Province,41,1,0,8189999.999999999
3949,Other City/Province,23,1,0,4170000.0
3950,Other City/Province,76,2,2,13900000.0
3951,Benguet,51,1,2,12700000.0
3952,Makati,32,1,0,6200000.0
3953,Makati,81,1,2,16000000.0
3954,Makati,72,2,2,14000000.0
3955,Pasig,68,1,0,12000000.0
3956,IV A,83,3,2,15200000.0
3957,III,22,1,0,4350000.0
3958,Makati,29,1,0,9100000.0
3959,VII,20,1,0,3090000.0
3960,III,144,2,2,10000000.0
3961,Quezon City,12,1,0,1790000.0
3962,III,455,1,2,30000000.0
3963,VII,24,1,0,1770000.0
3964,IV A,50,1,2,2900000.0
3965,Makati,60,1,0,12000000.0
3966,Mandaluyong,28,1,0,4000000.0
3967,Makati,38,1,2,6000000.0
3968,Pasig,24,1,0,4000000.0
3969,Other NCR loc,31,1,0,4099999.9999999995
3970,IV A,32,1,2,4000000.0
3971,Mandaluyong,27,1,0,3820000.0
3972,Quezon City,24,1,0,2760000.0
3973,Mandaluyong,81,2,3,6500000.0
3974,Other NCR loc,119,2,3,17300000.0
3975,VII,18,1,0,1380000.0
3976,Other City/Province,51,1,0,10100000.0
3977,Other NCR loc,74,2,3,3800000.0
3978,Taguig,45,1,0,10500000.0
3979,IV A,47,1,2,9750000.0
3980,Other NCR loc,18,1,0,8930000.0
3981,Mandaluyong,40,1,0,3500000.0
3982,IV A,31,1,0,5870000.0
3983,Makati,323,4,5,34500000.0
3984,Quezon City,29,1,0,3340000.0
3985,Quezon City,27,1,0,3090000.0
3986,III,23,1,0,2200000.0
3988,Other NCR loc,20,1,0,4000000.0
3989,VII,45,1,0,8940000.0
3990,Other City/Province,76,1,2,14000000.0
3991,Pasig,76,2,3,6000000.0
3992,Pasig,187,3,4,27000000.0
3993,Quezon City,36,1,0,4200000.0
3994,Quezon City,38,1,0,5000000.0
3995,Muntinlupa,18,1,0,5670000.0
3996,Other City/Province,24,1,0,4090000.0
3997,Other City/Province,76,1,2,14000000.0
3998,Other City/Province,30,1,0,4640000.0
3999,Other City/Province,30,1,0,4850000.0
4000,Other NCR loc,23,1,0,3680000.0
4001,III,24,1,0,3430000.0
4002,VII,41,1,0,8189999.999999999
4003,III,24,1,0,3390000.0
4004,Other NCR loc,20,1,0,5490000.0
4005,Mandaluyong,23,1,0,3500000.0
4006,Other NCR loc,110,3,3,8800000.0
4007,Other NCR loc,18,1,0,3300000.0
4008,Makati,25,1,0,4200000.0
4009,Quezon City,22,1,0,2300000.0
4010,Taguig,36,1,0,7000000.0
4011,Other NCR loc,22,1,0,2310000.0
4012,Quezon City,30,1,2,3000000.0
4013,Mandaluyong,24,1,0,4000000.0
4014,Other NCR loc,385,4,4,54000000.0
4015,Mandaluyong,27,1,0,5300000.0
4016,VII,63,2,2,11300000.0
4017,VII,37,1,0,6000000.0
4018,VII,48,2,2,8150000.0
4019,VII,49,1,0,7340000.0
4020,VII,23,1,0,2200000.0
4021,VII,22,1,0,5820000.0
4022,Pasay,24,1,0,6500000.0
4023,VII,30,1,0,7930000.0
4024,VII,25,1,0,2700000.0
4025,VII,230,5,5,13000000.0
4026,VII,45,2,2,6280000.0
4027,Pasig,41,2,0,5500000.0
4028,Quezon City,18,1,0,2000000.0
4029,Pasig,46,1,0,9000000.0
4030,Makati,28,1,0,9000000.0
4031,Pasig,23,1,0,4200000.0
4032,Other NCR loc,21,1,0,3100000.0
4033,Pasig,21,1,0,4310000.0
4034,Quezon City,51,1,0,11000000.0
4035,Mandaluyong,21,1,0,2900000.0
4036,Taguig,22,1,0,4200000.0
4037,Pasay,38,1,0,5000000.0
4038,VII,420,4,12,15000000.0
4039,VII,22,1,0,4010000.0
4040,Muntinlupa,18,1,0,5000000.0
4041,VII,30,1,0,5850000.0
4042,Makati,30,1,0,5000000.0
4043,Taguig,45,1,0,12900000.0
4044,Quezon City,24,1,0,5870000.0
4045,III,24,1,0,3310000.0
4046,Taguig,51,1,0,18000000.0
4047,Other NCR loc,56,1,0,14400000.0
4048,VII,20,1,0,3050000.0
4049,Other City/Province,32,1,0,2900000.0
4050,Other City/Province,27,1,0,8199999.999999999
4051,Pasig,63,2,2,10600000.0
4052,Other NCR loc,516,8,8,15000000.0
4053,Makati,80,2,0,17700000.0
4054,IV A,30,1,0,7500000.0
4055,Other NCR loc,57,1,2,6900000.0
4056,Pasig,76,2,3,7000000.0
4057,Taguig,135,2,3,35000000.0
4058,Quezon City,36,1,0,7870000.0
4059,Makati,37,1,0,9340000.0
4060,Pasig,64,1,0,17000000.0
4061,Other NCR loc,135,3,3,23000000.0
4062,Quezon City,33,1,2,6090000.0
4063,Quezon City,30,1,0,3820000.0
4064,IV A,24,1,2,2500000.0
4065,Quezon City,28,1,0,4800000.0
4066,Quezon City,40,1,0,8070000.0
4067,Other City/Province,24,1,0,2320000.0
4068,Pasig,40,1,0,8000000.0
4069,IV A,30,1,0,2660000.0
4070,Quezon City,26,1,0,2400000.0
4071,Mandaluyong,30,1,0,4300000.0
4072,Other NCR loc,70,2,2,10000000.0
4073,III,24,1,0,3310000.0
4074,Quezon City,24,1,0,2900000.0
4075,Quezon City,36,1,0,4099999.9999999995
4076,Other NCR loc,22,1,0,2470000.0
4077,Other NCR loc,48,1,2,5900000.0
4078,Makati,54,1,0,22000000.0
4079,III,30,1,0,3130000.0
4080,IV A,30,1,0,3500000.0
4081,VII,25,1,0,3520000.0
4082,VII,27,1,0,3100000.0
4083,Quezon City,121,1,2,18000000.0
4084,VII,22,1,0,8000000.0
4085,Other NCR loc,27,1,0,5770000.0
4086,Other NCR loc,33,2,2,5000000.0
4087,Quezon City,22,1,0,4000000.0
4088,Pasig,41,1,2,5550000.0
4089,Other NCR loc,21,1,0,3300000.0
4090,Makati,48,1,2,7500000.0
4091,Makati,44,2,2,4500000.0
4092,Taguig,40,1,0,11000000.0
4093,Other NCR loc,159,3,2,12000000.0
4094,Pasig,88,2,3,8800000.0
4095,Makati,62,2,3,19000000.0
4096,Pasay,26,1,0,9000000.0
4097,III,54,1,0,2100000.0
4098,IV A,36,1,0,5490000.0
4099,Quezon City,21,1,0,2500000.0
4100,III,24,1,0,3310000.0
4101,III,24,1,0,3310000.0
4102,Other City/Province,25,1,0,3200000.0
4103,Other NCR loc,60,1,2,9500000.0
4104,Other NCR loc,46,2,2,3800000.0
4105,Other NCR loc,32,1,0,8000000.0
4106,Quezon City,18,1,0,3100000.0
4107,Taguig,70,1,2,7940000.0
4108,Pasig,30,1,0,5000000.0
4109,Taguig,71,1,2,7850000.0
4110,Other NCR loc,13,1,0,1870000.0
4111,Pasig,55,1,2,7550000.0
4112,Other City/Province,28,1,0,4000000.0
4113,Other City/Province,28,1,0,5000000.0
4114,Pasig,23,1,0,4200000.0
4115,VII,24,1,0,6120000.0
4116,Quezon City,22,1,0,5500000.0
4117,Other NCR loc,19,1,0,2500000.0
4118,Other NCR loc,60,1,0,2700000.0
4119,III,800,20,20,35000000.0
4120,Other City/Province,20,1,0,4000000.0
4121,IV A,24,1,0,2230000.0
4122,Quezon City,18,1,0,3000000.0
4123,Makati,31,1,0,4600000.0
4124,Mandaluyong,28,1,0,3200000.0
4125,Other NCR loc,55,2,2,5000000.0
4126,VII,24,1,0,2400000.0
4127,Other NCR loc,48,1,2,4200000.0
4128,Pasig,45,1,0,13000000.0
4129,IV A,38,1,0,4860000.0
4130,Pasig,30,1,2,2930000.0
4131,Quezon City,23,1,0,3200000.0
4132,VII,104,1,3,18000000.0
4133,Pasig,48,1,2,10200000.0
4134,Other City/Province,36,1,0,5540000.0
4135,III,24,1,0,3310000.0
4136,Quezon City,76,2,2,10000000.0
4137,Quezon City,26,1,0,2700000.0
4138,Mandaluyong,37,1,0,5920000.0
4139,IV A,15,1,0,2280000.0
4140,Other NCR loc,19,1,0,2800000.0
4141,Muntinlupa,28,1,0,3430000.0
4142,Quezon City,40,1,3,2300000.0
4143,Muntinlupa,21,1,0,2200000.0
4144,Mandaluyong,22,1,0,5230000.0
4145,Mandaluyong,24,1,2,2900000.0
4146,Quezon City,57,2,0,7500000.0
4147,Quezon City,54,1,2,4900000.0
4148,Quezon City,122,4,3,20000000.0
4149,III,300,1,2,10500000.0
4150,VII,20,1,0,2650000.0
4151,IV A,40,1,0,7560000.0
4152,Other NCR loc,21,1,0,3500000.0
4153,Other NCR loc,31,1,0,5090000.0
4154,Pasig,27,1,0,6300000.0
4155,IV A,100,4,4,8300000.000000001
4156,Quezon City,26,1,0,4000000.0
4157,Other NCR loc,30,1,0,3500000.0
4158,VII,22,1,0,3210000.0
4159,Makati,89,2,2,29000000.0
4160,IV A,15,1,0,2400000.0
4161,IV A,36,1,0,5100000.0
4162,Other NCR loc,37,1,0,6000000.0
4163,Pasay,30,1,0,9200000.0
4164,Pasig,30,1,2,5300000.0
4165,Taguig,40,1,0,7820000.0
4166,III,28,1,0,3100000.0
4167,Makati,127,3,2,40000000.0
4168,Other NCR loc,30,1,2,5200000.0
4169,Makati,39,1,0,7500000.0
4170,IV A,40,1,2,4500000.0
4171,Makati,22,1,0,3700000.0
4172,Muntinlupa,13,1,0,1800000.0
4173,Other NCR loc,28,1,0,3700000.0
4174,Makati,30,1,0,4700000.0
4175,Other City/Province,24,1,0,2420000.0
4176,VII,22,1,0,4010000.0
4177,Other NCR loc,40,1,0,15000000.0
4178,IV A,45,1,0,7940000.0
4179,Quezon City,124,4,3,19000000.0
4180,Other NCR loc,60,2,4,4750000.0
4181,IV A,32,2,2,1900000.0
4182,Mandaluyong,21,1,0,2910000.0
4183,IV A,24,1,0,2530000.0
4184,Other NCR loc,28,1,0,2500000.0
4185,Pasig,30,1,0,3100000.0
4186,Taguig,40,1,0,6500000.0
4187,IV A,21,1,0,4500000.0
4188,Taguig,37,1,0,10000000.0
4189,Other City/Province,25,1,0,3750000.0
4190,Quezon City,28,1,2,3200000.0
4191,VII,20,1,0,3290000.0
4192,Taguig,91,2,2,13000000.0
4193,Makati,30,1,0,6000000.0
4194,Taguig,77,2,2,12000000.0
4195,Quezon City,21,1,0,4500000.0
4196,Other NCR loc,26,1,0,5400000.0
4197,Other City/Province,34,1,0,10000000.0
4198,Other City/Province,24,1,0,2320000.0
4199,Mandaluyong,40,1,0,5200000.0
4200,Quezon City,39,1,0,7140000.0
4201,Quezon City,39,1,2,4400000.0
4202,Taguig,36,1,0,8700000.0
4203,Taguig,98,2,2,28000000.0
4204,Quezon City,26,1,0,4010000.0
4205,Taguig,41,1,0,12200000.0
4206,Makati,48,2,2,7600000.0
4207,Benguet,53,1,2,13000000.0
4208,III,187,3,3,33400000.0
4209,Pasig,30,1,2,2800000.0
4210,IV A,36,1,2,1900000.0
4211,Quezon City,30,1,0,4500000.0
4212,VII,27,1,0,3800000.0
4213,VII,22,1,0,1930000.0
4214,Taguig,35,1,0,8199999.999999999
4215,Quezon City,37,1,0,5440000.0
4216,VII,47,1,0,7960000.0
4217,Other NCR loc,26,1,0,7000000.0
4218,Taguig,20,1,0,3700000.0
4219,Pasig,27,1,0,3050000.0
4220,Other NCR loc,12,1,0,1500000.0
4221,Mandaluyong,13,1,0,2600000.0
4222,Makati,26,1,0,4300000.0
4223,Makati,26,1,0,5200000.0
4224,Makati,28,1,0,5500000.0
4225,Quezon City,27,1,0,4200000.0
4226,Pasay,26,1,0,5230000.0
4227,Makati,22,1,0,3600000.0
4228,Pasay,108,2,2,19000000.0
4229,Pasig,64,1,2,3600000.0
4230,Other NCR loc,30,1,0,3600000.0
4231,Pasay,28,1,0,7560000.0
4232,Pasig,30,1,0,4000000.0
4233,Pasig,250,2,3,27000000.0
4234,Pasay,24,1,0,6590000.0
4235,Other NCR loc,28,1,0,3500000.0
4236,Other NCR loc,52,2,2,4600000.0
4237,Pasig,37,2,2,5100000.0
4238,Pasay,28,1,0,5300000.0
4239,Other NCR loc,30,1,2,5310000.0
4240,Quezon City,24,1,0,2200000.0
4241,Mandaluyong,50,1,2,8000000.0
4242,Taguig,64,1,2,12000000.0
4243,Taguig,100,2,2,14000000.0
4244,Taguig,40,1,0,9000000.0
4245,III,112,2,2,9000000.0
4246,Other NCR loc,26,1,0,4400000.0
4247,Makati,26,1,2,4310000.0
4248,Other NCR loc,55,1,2,8500000.0
4249,Other NCR loc,35,1,2,5000000.0
4250,Makati,111,2,2,26000000.0
4251,Other NCR loc,58,2,2,5600000.0
4252,Mandaluyong,48,1,2,6500000.0
4253,Quezon City,18,1,0,3000000.0
4254,IV A,25,1,2,2880000.0
4255,IV A,30,1,0,4019999.9999999995
4256,VII,60,1,2,3200000.0
4257,VII,57,1,3,3130000.0
4258,Quezon City,28,1,0,3980000.0
4259,Pasay,55,1,2,6500000.0
4260,Other NCR loc,32,1,0,3400000.0
4261,Other NCR loc,27,1,2,5000000.0
4262,Taguig,80,1,2,16500000.0
4263,Other NCR loc,28,1,0,5600000.0
4264,Pasay,26,1,0,6000000.0
4265,Mandaluyong,69,2,2,4000000.0
4266,Other NCR loc,26,1,0,6030000.0
4267,Other NCR loc,21,1,0,3700000.0
4269,Makati,62,1,0,13000000.0
4270,Quezon City,21,1,0,4500000.0
4271,IV A,25,1,0,4350000.0
4272,Taguig,23,1,0,5790000.0
4273,IV A,30,1,0,6180000.0
4274,Other NCR loc,24,1,0,4130000.0
4275,IV A,42,1,0,7900000.0
4276,Quezon City,27,25,25,4500000.0
4277,IV A,22,1,0,2200000.0
4278,III,271,4,4,21500000.0
4279,Pasig,21,1,0,7630000.0
4280,Quezon City,25,1,0,6250000.0
4281,Pasay,20,1,0,5050000.0
4282,Makati,22,1,0,7300000.0
4283,Other NCR loc,30,1,0,4240000.0
4284,Taguig,78,2,2,23000000.0
4285,Pasig,150,3,3,27000000.0
4286,Other NCR loc,40,1,0,8920000.0
4287,Taguig,82,2,2,22200000.0
4288,Taguig,56,1,0,14000000.0
4289,Other City/Province,24,1,0,2320000.0
4290,Quezon City,31,1,0,4000000.0
4291,IV A,36,1,0,1700000.0
4292,Makati,184,4,3,61000000.0
4293,IV A,46,1,2,7060000.0
4294,Mandaluyong,32,1,2,5180000.0
4295,Makati,29,1,0,6430000.0
4296,Pasay,28,1,0,3700000.0
4297,Other NCR loc,22,1,0,2470000.0
4298,Quezon City,38,1,0,4500000.0
4299,Quezon City,38,1,0,5450000.0
4300,Other NCR loc,13,1,0,1880000.0
4301,Pasay,22,1,0,5000000.0
4302,Benguet,35,0,0,4300000.0
4303,Pasig,112,2,4,15000000.0
4304,Other NCR loc,30,1,2,5320000.0
4305,Quezon City,47,1,2,9000000.0
4306,Quezon City,22,1,0,5000000.0
4307,Quezon City,48,2,3,9000000.0
4308,Other NCR loc,22,1,0,2670000.0
4309,III,57,1,0,5500000.0
4310,III,66,1,0,6000000.0
4311,Taguig,71,1,2,7780000.0
4312,Muntinlupa,20,1,0,4000000.0
4313,IV A,22,1,0,3970000.0
4314,IV A,33,2,2,4000000.0
4315,Quezon City,23,1,0,4910000.0
4316,Quezon City,28,1,0,4980000.0
4317,Quezon City,26,1,0,4130000.0
4318,Taguig,138,3,3,50000000.0
4319,Quezon City,204,4,3,46400000.0
4322,Taguig,137,4,3,36000000.0
4323,Quezon City,30,1,2,4470000.0
4324,Makati,32,1,0,12000000.0
4325,Other NCR loc,30,1,0,4880000.0
4326,Makati,31,1,0,10600000.0
4327,VII,18,1,0,1400000.0
4328,Pasig,236,3,3,25000000.0
4329,Makati,69,1,0,24000000.0
4330,Taguig,36,1,2,4400000.0
4331,Makati,28,1,0,5000000.0
4332,Pasig,56,1,0,8000000.0
4333,III,24,1,0,3390000.0
4335,Other NCR loc,22,1,0,2150000.0
4336,IV A,30,1,0,3800000.0
4337,Other NCR loc,39,1,2,5420000.0
4338,Quezon City,20,1,0,4680000.0
4339,Pasig,112,2,0,9500000.0
4340,IV A,30,1,0,4130000.0
4341,Other NCR loc,38,1,0,12000000.0
4342,Mandaluyong,24,1,0,5100000.0
4343,Mandaluyong,20,1,0,5400000.0
4344,Other NCR loc,27,1,0,7400000.0
4345,Quezon City,23,1,0,5900000.0
4346,Other NCR loc,26,1,0,7200000.0
4347,Pasay,21,1,0,7200000.0
4348,Pasay,26,1,0,6300000.0
4349,Other City/Province,24,1,0,2320000.0
4350,IV A,29,1,0,4300000.0
4351,Taguig,86,2,2,8600000.0
4352,Other City/Province,26,1,0,4780000.0
4353,Other City/Province,24,1,0,4050000.0
4354,VII,41,1,0,8010000.0
4355,Other City/Province,30,1,0,5490000.0
4356,Other City/Province,30,1,0,3710000.0
4357,Other City/Province,33,1,0,5280000.0
4358,Other NCR loc,33,1,0,4900000.0
4359,Taguig,78,2,2,16000000.0
4360,Other NCR loc,26,1,0,3500000.0
4361,Other NCR loc,57,1,2,8109999.999999999
4362,IV A,50,1,2,2760000.0
4363,Other NCR loc,46,1,2,6780000.0
4364,Quezon City,27,1,0,3280000.0
4365,Taguig,44,1,2,5000000.0
4366,Muntinlupa,18,1,0,4300000.0
4367,III,300,12,12,17000000.0
4368,Other NCR loc,30,1,2,4900000.0
4369,Quezon City,42,2,3,2400000.0
4370,IV A,18,1,0,2400000.0
4371,IV A,28,1,0,3190000.0
4372,Other NCR loc,27,1,0,6750000.0
4373,VII,42,1,3,3880000.0
4374,Quezon City,36,1,2,5140000.0
4375,Muntinlupa,100,3,2,30000000.0
4376,Quezon City,30,1,0,4000000.0
4377,Other NCR loc,30,1,2,2380000.0
4378,III,24,1,0,3310000.0
4379,Taguig,55,1,2,3750000.0
4380,IV A,40,1,0,4700000.0
4381,Other NCR loc,24,1,0,3000000.0
4382,Mandaluyong,30,1,2,4770000.0
4383,Makati,41,1,0,11300000.0
4384,Makati,26,1,0,6810000.0
