,HouseDescription,Address,Cost,City/Province,Sqm,ZscoreCost,ZscoreSQM
1660,For Sale Residential 100 sqm. ,"Malolos, Bulacan",1030000.0,Bulacan,100,-0.06932984453801522,-0.12003946216214875
1661,"For Sale Agricultural Farm 17,791 sqm. ","Tagaytay, Cavite",123000000.0,Cavite,17791,-0.044150469668050696,-0.07133753897128599
1662,For Sale Residential 92 sqm. ,"Trece Martires, Cavite",700000.0,Cavite,92,-0.06939796943517919,-0.12006148552914478
1663,"For Sale Agricultural Farm 250,000 sqm. ","Bongabong, Oriental Mindoro",18000000.0,Mindoro,250000,-0.06582657331112912,0.5679154643765773
1664,For Sale Residential Farm 500 sqm. ,"Pililla, Rizal",750000.0,Rizal,500,-0.06938764748106344,-0.11893829381234687
1665,"For Sale Residential Farm 5,304 sqm. ","Lipa, Batangas",18000000.0,Batangas,5304,-0.06582657331112912,-0.10571326193122625
1666,"For Sale Residential Farm 3,316 sqm. ","Silang, Cavite",7300000.0,Cavite,3316,-0.06803547149189997,-0.11118606862974162
1667,For Sale Residential Farm 149 sqm. ,"Calamba, Laguna",2840000.0,Laguna,149,-0.06895618979902501,-0.11990456903929801
1668,For Sale Residential 99 sqm. ,"Silang, Cavite",4450000.0,Cavite,99,-0.0686238228764978,-0.12004221508302325
1669,For Sale Residential 88 sqm. ,"Bacoor, Cavite",6860000.0,Cavite,88,-0.06812630468811857,-0.1200724972126428
1670,For Sale Residential 88 sqm. ,"Bacoor, Cavite",6860000.0,Cavite,88,-0.06812630468811857,-0.1200724972126428
1671,For Sale Residential Farm 100 sqm. ,"Tanay, Rizal",3200000.0,Rizal,100,-0.0688818717293916,-0.12003946216214875
1672,"For Sale Agricultural Farm 820,000 sqm. ","Palayan, Nueva Ecija",246000000.0,Ecija,820000,-0.01875846254330169,2.13708036284426
1673,"For Sale Agricultural Farm 30,000 sqm. ","Cuyapo, Nueva Ecija",12000000.0,Ecija,30000,-0.06706520780501932,-0.03772712801445803
1674,For Sale Residential 150 sqm. ,"San Jose del Monte, Bulacan",2480000.0,Bulacan,150,-0.06903050786865843,-0.11990181611842352
1675,"For Sale Agricultural Farm 1,000 sqm. ","Indang, Cavite",2500000.0,Cavite,1000,-0.06902637908701212,-0.11756183337509452
1676,"For Sale Agricultural Farm 1,000 sqm. ","Manolo Fortich, Bukidnon",750000.0,Bukidnon,1000,-0.06938764748106344,-0.11756183337509452
1677,For Sale Residential Farm 100 sqm. ,"Pililla, Rizal",379800.0,Rizal,100,-0.06946407122933645,-0.12003946216214875
1678,"For Sale Residential Farm 1,000 sqm. ","General Emilio Aguinaldo, Cavite",2000000.0,Cavite,1000,-0.06912959862816964,-0.11756183337509452
1679,For Sale Residential 150 sqm. ,"Alfonso, Cavite",525000.0,Cavite,150,-0.06943409627458431,-0.11990181611842352
1680,For Sale Residential 451 sqm. ,"Nasugbu, Batangas",16000000.0,Batangas,451,-0.06623945147575919,-0.1190731869351976
1681,For Sale Residential 120 sqm. ,"Pililla, Rizal",960000.0,Rizal,120,-0.06934429527377728,-0.11998440374465866
1682,"For Sale Agricultural Farm 170,000 sqm. ","Lian, Batangas",81600000.0,Batangas,170000,-0.05269704767589305,0.34768179441620084
1683,"For Sale Residential 1,659 sqm. ","Angeles, Pampanga",33200000.000000004,Pampanga,1659,-0.06268869925994063,-0.11574765851879591
1684,"For Sale Commercial 2,000 sqm. ","Baras, Rizal",11200000.0,Rizal,2000,-0.06723035907087134,-0.1148089125005898
1685,"For Sale Residential Farm 1,000 sqm. ","Claveria, Misamis Oriental",1000000.0,Oriental,1000,-0.06933603771048467,-0.11756183337509452
1686,For Sale Residential Farm 255 sqm. ,"Cavite City, Cavite",1150000.0,Cavite,255,-0.06930507184813742,-0.11961275942660052
1687,For Sale Residential Farm 100 sqm. ,"Tanay, Rizal",300000.0,Rizal,100,-0.06948054506810519,-0.12003946216214875
1688,For Sale Residential 120 sqm. ,"Lipa, Batangas",1020000.0,Batangas,120,-0.06933190892883836,-0.11998440374465866
1689,"For Sale Others 61,000 sqm. ","Tarlac City, Tarlac",40000000.0,Tarlac,61000,-0.0612849135001984,0.04761341909518786
1690,For Sale Residential 120 sqm. ,"Dasmariñas, Cavite",840000.0,Cavite,120,-0.06936906796365508,-0.11998440374465866
1691,"For Sale Residential Farm 31,000 sqm. ","Lipa, Batangas",52500000.0,Batangas,31000,-0.058704424971260494,-0.03497420713995333
1692,"For Sale Agricultural Farm 55,000 sqm. ","Alubijid, Misamis Oriental",2750000.0,Oriental,55000,-0.06897476931643337,0.031095893848159625
1693,For Sale Residential 150 sqm. ,"Silang, Cavite",975000.0,Cavite,150,-0.06934119868754254,-0.11990181611842352
1694,For Sale Residential 150 sqm. ,"Indang, Cavite",577500.0,Cavite,150,-0.06942325822276277,-0.11990181611842352
1695,For Sale Residential 100 sqm. ,"Indang, Cavite",550000.0,Cavite,100,-0.06942893529752643,-0.12003946216214875
1696,For Sale Residential 300 sqm. ,"Mendez (Mendez-Nuñez), Cavite",1800000.0,Cavite,300,-0.06917088644463265,-0.1194888779872478
1697,For Sale Residential 500 sqm. ,"Sablan, Benguet",1250000.0,Benguet,500,-0.06928442793990591,-0.11893829381234687
1698,"For Sale Others 3,000 sqm. ","San Juan, Batangas",5000000.0,Batangas,3000,-0.06851028138122454,-0.1120559916260851
1699,For Sale Residential 120 sqm. ,"Nasugbu, Batangas",600000.0,Batangas,120,-0.06941861334341068,-0.11998440374465866
1700,For Sale Residential 90 sqm. ,"Calamba, Laguna",2410000.0,Laguna,90,-0.06904495860442048,-0.1200669913708938
1701,For Sale Residential 100 sqm. ,"Magdalena, Laguna",450000.0,Laguna,100,-0.06944957920575794,-0.12003946216214875
1702,For Sale Residential Farm 288 sqm. ,"Alfonso, Cavite",1730000.0,Cavite,288,-0.0691853371803947,-0.11952191303774186
1703,For Sale Residential Farm 250 sqm. ,"Calaca, Batangas",950000.0,Batangas,250,-0.06934635966460043,-0.11962652403097304
1704,For Sale Residential 100 sqm. ,"Norzagaray, Bulacan",250000.0,Bulacan,100,-0.06949086702222095,-0.12003946216214875
1705,For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",1750000.0,Cavite,500,-0.0691812083987484,-0.11893829381234687
1706,For Sale Residential 940 sqm. ,"Talisay, Batangas",15000000.0,Batangas,940,-0.06644589055807422,-0.1177270086275648
1707,"For Sale Agricultural Farm 22,000 sqm. ","Santa Maria, Bulacan",22000000.0,Bulacan,22000,-0.06500081698186899,-0.05975049501049568
1708,"For Sale Agricultural Farm 18,920 sqm. ","Dolores, Quezon",10000000.0,Quezon,18920,-0.06747808596964938,-0.06822949130397017
1709,For Sale Commercial 80 sqm. ,"General Trias, Cavite",1040000.0,Cavite,80,-0.06932778014719207,-0.12009452057963885
1710,For Sale Residential 120 sqm. ,"Baras, Rizal",492000.0,Rizal,120,-0.0694409087643007,-0.11998440374465866
1711,For Sale Residential Farm 273 sqm. ,"Tiaong, Quezon",3800000.0,Quezon,273,-0.06875800828000259,-0.11956320685085943
1712,For Sale Residential 120 sqm. ,"Santa Rosa, Laguna",2400000.0,Laguna,120,-0.06904702299524362,-0.11998440374465866
1713,"For Sale Agricultural Farm 6,676 sqm. ","Malinao, Albay",1500000.0,Albay,6676,-0.06923281816932715,-0.1019362544914058
1714,For Sale Residential 100 sqm. ,"Silang, Cavite",1550000.0,Cavite,100,-0.0692224962152114,-0.12003946216214875
1715,For Sale Residential 120 sqm. ,"San Mateo, Rizal",1500000.0,Rizal,120,-0.06923281816932715,-0.11998440374465866
1716,For Sale Residential Farm 100 sqm. ,"Tanay, Rizal",320000.0,Rizal,100,-0.0694764162864589,-0.12003946216214875
1717,For Sale Residential 300 sqm. ,"Antipolo, Rizal",8000000.0,Rizal,300,-0.06789096413427945,-0.1194888779872478
1718,For Sale Residential 150 sqm. ,"Indang, Cavite",577500.0,Cavite,150,-0.06942325822276277,-0.11990181611842352
1719,"For Sale Commercial 5,000 sqm. ","San Fernando, Pampanga",150000000.0,Pampanga,5000,-0.03857661444554482,-0.10655014987707569
1720,"For Sale Residential Farm 21,000 sqm. ","Bongabong, Oriental Mindoro",20000000.0,Mindoro,21000,-0.06541369514649906,-0.06250341588500039
1721,For Sale Residential 101 sqm. ,"Oton, Iloilo",2840000.0,Iloilo,101,-0.06895618979902501,-0.12003670924127424
1722,"For Sale Agricultural Farm 20,000 sqm. ","Samal, Davao del Norte",10000000.0,Norte,20000,-0.06747808596964938,-0.0652563367595051
1723,"For Sale Residential Farm 2,400 sqm. ","Lipa, Batangas",13200000.0,Batangas,2400,-0.06681748090624128,-0.11370774415078792
1724,"For Sale Commercial 4,000 sqm. ","Binangonan, Rizal",25000000.0,Rizal,4000,-0.0643814997349239,-0.1093030707515804
1725,"For Sale Agricultural Farm 15,000 sqm. ","Tanay, Rizal",12700000.0,Rizal,15000,-0.06692070044739878,-0.07902094113202862
1726,For Sale Agricultural Farm 500 sqm. ,"Indang, Cavite",2750000.0,Cavite,500,-0.06897476931643337,-0.11893829381234687
1727,"For Sale Agricultural Farm 400,000 sqm. ","Echague, Isabela",32000000.0,Isabela,400000,-0.06293642615871867,0.9808535955522832
1729,"For Sale Agricultural Farm 101,572 sqm. ","Tarlac City, Tarlac",69100000.0,Tarlac,101572,-0.05527753620483095,0.1593049248155928
1730,"For Sale Agricultural Farm 50,000 sqm. ","Nabunturan, Davao de Oro (Compostela Valley)",35000000.0,Valley),50000,-0.06231710891177356,0.017331289475636093
1731,"For Sale Residential Farm 1,000,000 sqm. ","Quezon, Isabela",60000000.0,Isabela,1000000,-0.05715613185389775,2.632606120255107
1732,"For Sale Residential Farm 50,000 sqm. ","Indang, Cavite",45000000.0,Cavite,50000,-0.06025271808862324,0.017331289475636093
1733,"For Sale Residential Farm 6,429 sqm. ","Cebu City, Cebu",2890000.0,Cebu,6429,-0.06894586784490926,-0.10261622594740846
1734,"For Sale Residential 100,000 sqm. ","Cagayan de Oro, Misamis Oriental",120000000.0,Oriental,100000,-0.04476978691499579,0.1549773332008714
1735,For Sale Residential 150 sqm. ,"San Rafael, Bulacan",1680000.0,Bulacan,150,-0.06919565913451045,-0.11990181611842352
1736,"For Sale Residential 30,000 sqm. ","Kawit, Cavite",210000000.0,Cavite,30000,-0.026190269506642862,-0.03772712801445803
1737,"For Sale Commercial 4,003 sqm. ","Santa Barbara, Pangasinan",14000000.0,Pangasinan,4003,-0.06665232964038925,-0.10929481198895688
1738,For Sale Residential 72 sqm. ,"Malolos, Bulacan",580000.0,Bulacan,72,-0.06942274212505699,-0.12011654394663487
1739,For Sale Residential 107 sqm. ,"San Jose del Monte, Bulacan",963000.0,Bulacan,107,-0.06934367595653033,-0.12002019171602721
1740,"For Sale Raw Land 9,600 sqm. ","Alfonso, Cavite",24000000.0,Cavite,9600,-0.06458793881723893,-0.09388671385435404
1741,For Sale Residential Farm 150 sqm. ,"Indang, Cavite",577500.0,Cavite,150,-0.06942325822276277,-0.11990181611842352
1742,For Sale Residential 144 sqm. ,"Santa Rosa, Laguna",2750000.0,Laguna,144,-0.06897476931643337,-0.11991833364367054
1743,"For Sale Agricultural Farm 1,187 sqm. ","Indang, Cavite",3560000.0,Cavite,1187,-0.06880755365975819,-0.11704703717156213
1744,For Sale Residential 37 sqm. ,"Pandi, Bulacan",364150.0,Bulacan,37,-0.06946730200097469,-0.12021289617724254
1745,For Sale Residential 45 sqm. ,"San Jose del Monte, Bulacan",650700.0,Bulacan,45,-0.06940814688193732,-0.12019087281024651
1746,"For Sale Commercial 3,361 sqm. ","San Jose, Nueva Ecija",8400000.0,Ecija,3361,-0.06780838850135343,-0.1110621871903889
1747,"For Sale Residential Farm 11,560 sqm. ","Masinloc, Zambales",7000000.0,Zambales,11560,-0.06809740321659448,-0.08849098894032481
1748,For Sale Residential Farm 300 sqm. ,"Alfonso, Cavite",1050000.0,Cavite,300,-0.06932571575636892,-0.1194888779872478
1749,"For Sale Residential 23,000 sqm. ","Lipa, Batangas",130000000.0,Batangas,23000,-0.04270539609184547,-0.05699757413599098
1750,"For Sale Residential Farm 2,000 sqm. ","Padre Garcia, Batangas",4000000.0,Batangas,2000,-0.06871672046353958,-0.1148089125005898
1751,For Sale Residential 120 sqm. ,"Pililla, Rizal",780000.0,Rizal,120,-0.06938145430859398,-0.11998440374465866
1752,"For Sale Commercial 3,038 sqm. ","Makati, Metro Manila",912000000.0,Manila,3038,0.11872996627851,-0.11195138063285393
1753,For Sale Residential 460 sqm. ,"Cainta, Rizal",6900000.0,Rizal,460,-0.06811804712482598,-0.11904841064732705
1754,"For Sale Residential Farm 30,000 sqm. ","Tanay, Rizal",510000000.0,Rizal,30000,0.03574145518786691,-0.03772712801445803
1755,For Sale Residential 120 sqm. ,"Plaridel, Bulacan",1800000.0,Bulacan,120,-0.06917088644463265,-0.11998440374465866
1756,For Sale Agricultural Farm 620 sqm. ,"Ligao, Albay",400000.0,Albay,620,-0.06945990115987369,-0.1186079433074063
1757,For Sale Agricultural Farm 50 sqm. ,"Pililla, Rizal",358000.0,Rizal,50,-0.06946857160133092,-0.12017710820587399
1758,"For Sale Agricultural Farm 18,000 sqm. ","San Pablo, Laguna",6500000.0,Laguna,18000,-0.06820062275775199,-0.0707621785085145
1759,For Sale Residential Farm 100 sqm. ,"Pililla, Rizal",500000.0,Rizal,100,-0.06943925725164218,-0.12003946216214875
1760,"For Sale Residential Farm 5,405 sqm. ","Santa Rita, Pampanga",17800000.0,Pampanga,5405,-0.06586786112759213,-0.10543521692290128
1761,"For Sale Agricultural Farm 15,000 sqm. ","Tiaong, Quezon",5000000.0,Quezon,15000,-0.06851028138122454,-0.07902094113202862
1762,For Sale Residential Farm 300 sqm. ,"Alfonso, Cavite",1350000.0,Cavite,300,-0.06926378403167441,-0.1194888779872478
1763,"For Sale Agricultural Farm 41,625 sqm. ","Lucban, Quezon",24000000.0,Quezon,41625,-0.06458793881723893,-0.005724422848340822
1764,"For Sale Residential Farm 1,000 sqm. ","Angono, Rizal",15000000.0,Rizal,1000,-0.06644589055807422,-0.11756183337509452
1765,For Sale Commercial 238 sqm. ,"Makati, Metro Manila",48000000.0,Manila,238,-0.05963340084167814,-0.1196595590814671
1766,"For Sale Agricultural Farm 44,689 sqm. ","San Ildefonso, Bulacan",22300000.0,Bulacan,44689,-0.06493888525717448,0.0027105267111415983
1767,"For Sale Residential Farm 4,200 sqm. ","Mendez (Mendez-Nuñez), Cavite",42000000.0,Cavite,4200,-0.060872035335568335,-0.10875248657667945
1768,For Sale Residential 566 sqm. ,"Nuvali, Calamba, Laguna",29200000.0,Laguna,566,-0.06351445558920076,-0.11875660103462955
1769,"For Sale Residential Farm 36,312 sqm. ","Tanay, Rizal",120000000.0,Rizal,36312,-0.04476978691499579,-0.020350691454584326
1770,"For Sale Others 2,000 sqm. ","Lumban, Laguna",10000000.0,Laguna,2000,-0.06747808596964938,-0.1148089125005898
1771,"For Sale Agricultural Farm 46,000 sqm. ","San Pablo, Laguna",32200000.000000004,Laguna,46000,-0.06289513834225566,0.006319605977617268
1772,For Sale Residential 396 sqm. ,"Antipolo, Rizal",7130000.0,Rizal,396,-0.06807056613589352,-0.11922459758329536
1773,For Sale Agricultural Farm 100 sqm. ,"Tayabas, Quezon",200000.0,Quezon,100,-0.0695011889763367,-0.12003946216214875
1774,"For Sale Residential Farm 10,000 sqm. ","General Emilio Aguinaldo, Cavite",7000000.0,Cavite,10000,-0.06809740321659448,-0.09278554550455216
1775,"For Sale Agricultural Farm 41,621 sqm. ","San Antonio, Zambales",70000000.0,Zambales,41621,-0.055091741030747425,-0.0057354345318388405
1776,"For Sale Agricultural Farm 24,100 sqm. ","Surallah, South Cotabato",1800000.0,Cotabato,24100,-0.06917088644463265,-0.0539693611740358
1777,For Sale Residential 72 sqm. ,"Malolos, Bulacan",701600.0,Bulacan,72,-0.06939763913264747,-0.12011654394663487
1778,For Sale Residential Farm 692 sqm. ,"Silang, Cavite",2770000.0,Cavite,692,-0.06897064053478706,-0.11840973300444196
1779,"For Sale Residential Farm 1,000 sqm. ","Indang, Cavite",4000000.0,Cavite,1000,-0.06871672046353958,-0.11756183337509452
1781,For Sale Residential 500 sqm. ,"Tagaytay, Cavite",2250000.0,Cavite,500,-0.06907798885759088,-0.11893829381234687
1782,"For Sale Agro-Industrial Farm 10,000 sqm. ","Pantabangan, Nueva Ecija",1000000.0,Ecija,10000,-0.06933603771048467,-0.09278554550455216
1783,For Sale Residential 200 sqm. ,"Mariveles, Bataan",4000000.0,Bataan,200,-0.06871672046353958,-0.11976417007469828
1784,"For Sale Agricultural Farm 50,000 sqm. ","Cagayan de Oro, Misamis Oriental",425000000.0,Oriental,50000,0.018194133191089142,0.017331289475636093
1785,For Sale Residential 274 sqm. ,"Calatagan, Batangas",4110000.0000000005,Batangas,274,-0.06869401216448492,-0.11956045392998493
1786,For Sale Residential 414 sqm. ,"Cagayan de Oro, Misamis Oriental",6210000.0,Oriental,414,-0.06826049009162335,-0.11917504500755427
1787,For Sale Residential 132 sqm. ,"Lipa, Batangas",2640000.0,Batangas,132,-0.06899747761548802,-0.1199513686941646
1788,For Sale Residential 413 sqm. ,"Laurel, Batangas",4960000.0,Batangas,413,-0.06851853894451715,-0.11917779792842878
1789,For Sale Residential 300 sqm. ,"Antipolo, Rizal",6750000.0,Rizal,300,-0.06814901298717324,-0.1194888779872478
1790,For Sale Residential Farm 120 sqm. ,"Dasmariñas, Cavite",780000.0,Cavite,120,-0.06938145430859398,-0.11998440374465866
1791,For Sale Residential Farm 100 sqm. ,"Tanay, Rizal",300000.0,Rizal,100,-0.06948054506810519,-0.12003946216214875
1792,"For Sale Agricultural Farm 8,838 sqm. ","Dolores, Quezon",8500000.0,Quezon,8838,-0.06778774459312192,-0.09598443956072662
1793,For Sale Agricultural Farm 729 sqm. ,"Indang, Cavite",1820000.0,Cavite,729,-0.06916675766298634,-0.11830787493208529
1794,For Sale Residential Farm 150 sqm. ,"Indang, Cavite",577500.0,Cavite,150,-0.06942325822276277,-0.11990181611842352
1795,For Sale Residential 150 sqm. ,"Baras, Rizal",1430000.0,Rizal,150,-0.06924726890508921,-0.11990181611842352
1796,For Sale Residential 119 sqm. ,"Magdalena, Laguna",535500.0,Laguna,119,-0.06943192866422,-0.11998715666553315
1797,For Sale Residential Farm 100 sqm. ,"Tanay, Rizal",300000.0,Rizal,100,-0.06948054506810519,-0.12003946216214875
1798,For Sale Residential Farm 100 sqm. ,"Tanay, Rizal",300000.0,Rizal,100,-0.06948054506810519,-0.12003946216214875
1799,For Sale Residential 500 sqm. ,"Butuan, Agusan del Norte",980000.0,Norte,500,-0.06934016649213097,-0.11893829381234687
1800,For Sale Residential 192 sqm. ,"Malolos, Bulacan",1600000.0,Bulacan,192,-0.06921217426109565,-0.11978619344169432
1801,For Sale Residential 311 sqm. ,"Binangonan, Rizal",3650000.0,Rizal,311,-0.06878897414234983,-0.11945859585762826
1802,For Sale Residential 168 sqm. ,"Biñan, Laguna",6100000.0,Laguna,168,-0.06828319839067801,-0.11985226354268243
1803,"For Sale Residential 1,613 sqm. ","Silang, Cavite",5000000.0,Cavite,1613,-0.06851028138122454,-0.11587429287902312
1804,For Sale Residential 80 sqm. ,"Naic, Cavite",400000.0,Cavite,80,-0.06945990115987369,-0.12009452057963885
1805,For Sale Residential 553 sqm. ,"Santa Maria, Bulacan",5000000.0,Bulacan,553,-0.06851028138122454,-0.11879238900599812
1806,"For Sale Agricultural Farm 17,000 sqm. ","Santa Maria, Laguna",6500000.0,Laguna,17000,-0.06820062275775199,-0.07351509938301921
1807,For Sale Agricultural Farm 243 sqm. ,"Magallanes, Cavite",923400.0,Cavite,243,-0.06935185094419,-0.11964579447709457
1808,"For Sale Agricultural Farm 15,000 sqm. ","Cagayan de Oro, Misamis Oriental",5250000.0,Oriental,15000,-0.06845867161064578,-0.07902094113202862
1809,For Sale Residential Farm 750 sqm. ,"Calamba, Laguna",5850000.0,Laguna,750,-0.06833480816125677,-0.11825006359372069
1810,For Sale Residential 280 sqm. ,"Butuan, Agusan del Norte",1000000.0,Norte,280,-0.06933603771048467,-0.1195439364047379
1811,For Sale Residential 120 sqm. ,"Baliuag, Bulacan",980000.0,Bulacan,120,-0.06934016649213097,-0.11998440374465866
1812,"For Sale Residential Farm 1,000 sqm. ","General Emilio Aguinaldo, Cavite",2000000.0,Cavite,1000,-0.06912959862816964,-0.11756183337509452
1813,For Sale Residential 120 sqm. ,"Silang, Cavite",780000.0,Cavite,120,-0.06938145430859398,-0.11998440374465866
1814,For Sale Residential 120 sqm. ,"Silang, Cavite",756000.0,Cavite,120,-0.06938640884656953,-0.11998440374465866
1815,For Sale Residential Farm 120 sqm. ,"Silang, Cavite",756000.0,Cavite,120,-0.06938640884656953,-0.11998440374465866
1816,For Sale Residential 661 sqm. ,"Pagsanjan, Laguna",2500000.0,Laguna,661,-0.06902637908701212,-0.1184950735515516
1817,"For Sale Residential Farm 1,527 sqm. ","Tagaytay, Cavite",9900000.0,Cavite,1527,-0.06749872987788089,-0.11611104407423053
1818,For Sale Residential Farm 350 sqm. ,"Magallanes, Cavite",980000.0,Cavite,350,-0.06934016649213097,-0.11935123194352257
1819,For Sale Agricultural Farm 250 sqm. ,"Indang, Cavite",1080000.0,Cavite,250,-0.06931952258389946,-0.11962652403097304
1820,For Sale Residential Farm 120 sqm. ,"Indang, Cavite",540000.0,Cavite,120,-0.06943099968834959,-0.11998440374465866
1821,For Sale Residential 391 sqm. ,"Nasugbu, Batangas",7900000.0,Batangas,391,-0.06791160804251095,-0.11923836218766788
1822,For Sale Residential 772 sqm. ,"Mangaldan, Pangasinan",800000.0,Pangasinan,772,-0.06937732552694768,-0.11818949933448158
1823,For Sale Residential 222 sqm. ,"San Juan, Batangas",3200000.0,Batangas,222,-0.0688818717293916,-0.11970360581545918
1824,For Sale Agricultural Farm 350 sqm. ,"Magallanes, Cavite",1230000.0,Cavite,350,-0.06928855672155221,-0.11935123194352257
1825,"For Sale Agricultural Farm 10,881 sqm. ","Baungon, Bukidnon",1300000.0,Bukidnon,10881,-0.06927410598579016,-0.09036022221411351
1826,"For Sale Agricultural Farm 60,900 sqm. ","Taysan, Batangas",13000000.0,Batangas,60900,-0.06685876872270428,0.04733812700773739
1827,For Sale Residential 50 sqm. ,"Lucban, Quezon",375000.0,Quezon,50,-0.06946506213693157,-0.12017710820587399
1828,For Sale Residential Farm 250 sqm. ,"General Emilio Aguinaldo, Cavite",700000.0,Cavite,250,-0.06939796943517919,-0.11962652403097304
1829,For Sale Residential Farm 100 sqm. ,"Tayabas, Quezon",250000.0,Quezon,100,-0.06949086702222095,-0.12003946216214875
1830,For Sale Others 500 sqm. ,"Tayabas, Quezon",750000.0,Quezon,500,-0.06938764748106344,-0.11893829381234687
1831,"For Sale Residential Farm 9,000 sqm. ","Carcar, Cebu",18000000.0,Cebu,9000,-0.06582657331112912,-0.09553846637905686
1832,For Sale Residential 600 sqm. ,"Santa Rosa, Laguna",20000000.0,Laguna,600,-0.06541369514649906,-0.1186630017248964
1833,For Sale Residential 50 sqm. ,"Tanay, Rizal",247500.0,Rizal,50,-0.06949138311992674,-0.12017710820587399
1834,"For Sale Agricultural Farm 1,967 sqm. ","Indang, Cavite",3540000.0,Cavite,1967,-0.0688116824414045,-0.11489975888944846
1835,For Sale Agricultural Farm 100 sqm. ,"Pililla, Rizal",260000.0,Rizal,100,-0.0694888026313978,-0.12003946216214875
1836,"For Sale Raw Land 5,002 sqm. ","Butuan, Agusan del Norte",1200000.0,Norte,5002,-0.06929474989402166,-0.10654464403532668
1837,"For Sale Residential Farm 10,000 sqm. ","San Jose del Monte, Bulacan",60000000.0,Bulacan,10000,-0.05715613185389775,-0.09278554550455216
1838,For Sale Commercial 365 sqm. ,"Naga, Camarines Sur",9000000.0,Sur,365,-0.06768452505196441,-0.119309938130405
1839,For Sale Residential 123 sqm. ,"Malolos, Bulacan",1450000.0,Bulacan,123,-0.0692431401234429,-0.11997614498203514
1840,For Sale Agricultural Farm 100 sqm. ,"Tayabas, Quezon",250000.0,Quezon,100,-0.06949086702222095,-0.12003946216214875
1841,For Sale Residential 250 sqm. ,"Magallanes, Cavite",875000.0,Cavite,250,-0.06936184259577405,-0.11962652403097304
1842,For Sale Agricultural Farm 100 sqm. ,"Tayabas, Quezon",250000.0,Quezon,100,-0.06949086702222095,-0.12003946216214875
1843,For Sale Residential 262 sqm. ,"Santa Rosa, Laguna",16500000.0,Laguna,262,-0.06613623193460166,-0.11959348898047899
1844,"For Sale Agricultural Farm 20,000 sqm. ","Morong, Rizal",50000000.0,Rizal,20000,-0.059220522677048075,-0.0652563367595051
1845,"For Sale Residential Farm 12,000 sqm. ","Norzagaray, Bulacan",9600000.0,Bulacan,12000,-0.06756066160257539,-0.08727970375554274
1846,For Sale Agricultural Farm 300 sqm. ,"Indang, Cavite",840000.0,Cavite,300,-0.06936906796365508,-0.1194888779872478
1847,For Sale Residential Farm 400 sqm. ,"Indang, Cavite",1200000.0,Cavite,400,-0.06929474989402166,-0.11921358589979733
1848,"For Sale Residential Farm 23,133 sqm. ","Pandi, Bulacan",60000000.0,Bulacan,23133,-0.05715613185389775,-0.05663143565968185
1849,"For Sale Agricultural Farm 22,000 sqm. ","San Pablo, Laguna",26400000.0,Laguna,22000,-0.06409248501968284,-0.05975049501049568
1850,"For Sale Residential 3,048 sqm. ","Baliuag, Bulacan",36000000.0,Bulacan,3048,-0.06211066982945853,-0.11192385142410888
1851,"For Sale Residential Farm 2,644 sqm. ","Santa Cruz, Laguna",10600000.0,Laguna,2644,-0.06735422252026035,-0.11303603145740877
1852,For Sale Residential 143 sqm. ,"Calamba, Laguna",1430000.0,Laguna,143,-0.06924726890508921,-0.11992108656454505
1853,"For Sale Raw Land 33,403 sqm. ","Ligao, Albay",6500000.0,Albay,33403,-0.06820062275775199,-0.028358938278518517
1854,For Sale Residential 429 sqm. ,"Biñan, Laguna",15000000.0,Laguna,429,-0.06644589055807422,-0.1191337511944367
1855,"For Sale Commercial 1,700 sqm. ","Biñan, Laguna",148000000.0,Laguna,1700,-0.03898949261017488,-0.11563478876294121
1856,"For Sale Residential Farm 70,000 sqm. ","Cavinti, Laguna",56000000.0,Laguna,70000,-0.05798188818315788,0.07238970696573022
1858,"For Sale Agricultural Farm 280,000 sqm. ","Rosario, Batangas",25200000.0,Batangas,280000,-0.06434021191846089,0.6505030906117185
1859,"For Sale Agricultural Farm 63,000 sqm. ","Alegria, Surigao del Norte",63000000.0,Norte,63000,-0.05653681460695265,0.053119260844197276
1860,"For Sale Agricultural Farm 17,000 sqm. ","San Pablo, Laguna",11900000.0,Laguna,17000,-0.06708585171325082,-0.07351509938301921
1861,For Sale Residential Farm 350 sqm. ,"Magallanes, Cavite",980000.0,Cavite,350,-0.06934016649213097,-0.11935123194352257
1862,For Sale Residential 912 sqm. ,"Angono, Rizal",7080000.0,Rizal,912,-0.06808088809000927,-0.11780409041205092
1863,"For Sale Raw Land 140,000 sqm. ","Baras, Rizal",119000000.0,Rizal,140000,-0.044976225997310826,0.26509416818105963
1864,For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite",900000.0,Cavite,150,-0.06935668161871618,-0.11990181611842352
1865,"For Sale Residential Farm 2,600 sqm. ","Dasmariñas, Cavite",660000.0,Cavite,2600,-0.06940622699847178,-0.11315715997588698
1866,"For Sale Others 1,369 sqm. ","Lingayen, Pangasinan",2000000.0,Pangasinan,1369,-0.06912959862816964,-0.11654600557240227
1867,For Sale Residential 280 sqm. ,"Trece Martires, Cavite",10000000.0,Cavite,280,-0.06747808596964938,-0.1195439364047379
1868,"For Sale Residential Farm 1,106 sqm. ","Indang, Cavite",3870000.0,Cavite,1106,-0.06874355754424052,-0.11727002376239701
