,Bedrooms,Bathrooms,Sqm,Cost,Zscore
0,3,2,115,5580000.0,-0.22799072841498516
1,3,2,150,8300000.000000001,-0.09059060889417242
2,3,5,238,14000000.0,0.19734346510164827
3,5,8,525,35000000.0,1.2581532114020404
4,7,6,1200,54000000.0,2.2179334580547763
5,3,3,218,16000000.0,0.2983729647493047
6,4,4,350,42000000.0,1.611756460168838
7,2,1,54,2500000.0,-0.38357615787237603
8,3,3,180,9500000.0,-0.02997290910557863
9,4,4,255,32000000.0,1.106608961930556
10,4,4,325,25000000.0,0.7530057131637584
11,5,2,220,5500000.0,-0.23203190840089144
13,5,4,450,41500000.0,1.5864990852569238
16,5,5,580,38000000.0,1.409697460873525
17,4,5,280,28000000.0,0.904549962635243
18,3,2,96,8000000.0,-0.10574503384132093
19,5,5,334,42000000.0,1.611756460168838
21,2,2,150,9000000.0,-0.055230284017492734
22,2,1,150,3000000.0,-0.35831878296046193
23,4,4,296,24000000.0,0.7024909633399302
24,4,4,325,25000000.0,0.7530057131637584
25,2,2,120,12000000.0,0.09631396545399187
26,4,5,220,19500000.0,0.4751745891327034
27,5,5,443,41700000.0,1.5966020352216894
28,5,4,326,17000000.0,0.3488877145731329
29,3,2,204,16000000.0,0.2983729647493047
30,3,3,210,9250000.0,-0.04260159656153568
32,4,4,255,19900000.0,0.49538048906223464
33,6,4,137,15500000.0,0.2731155898373906
34,3,3,218,9850000.0,-0.012292746667238761
35,4,2,650,30000000.0,1.0055794622828995
36,4,3,120,12800000.0,0.13672576531305441
37,4,4,350,45000000.0,1.7633007096403224
38,4,4,240,18000000.0,0.3994024643969611
39,0,2,56,2460000.0,-0.38559674786532916
41,5,5,500,38000000.0,1.409697460873525
42,5,5,360,25000000.0,0.7530057131637584
43,6,6,550,29800000.0,0.9954765123181338
45,4,4,150,18000000.0,0.3994024643969611
46,3,2,72,5300000.0,-0.24213485836565707
47,5,4,330,48000000.0,1.914844959111807
48,3,3,160,9800000.0,-0.014818484158430172
49,6,6,527,65000000.0,2.7735957061168866
50,3,3,152,8000000.0,-0.10574503384132093
51,5,4,395,42800000.0,1.6521682600279004
52,6,3,450,35000000.0,1.2581532114020404
53,6,6,380,21800000.0,0.5913585137275083
54,4,5,300,35000000.0,1.2581532114020404
56,4,3,360,16000000.0,0.2983729647493047
57,4,4,1222,20000000.0,0.5004319640446174
58,3,2,121,6900000.0,-0.16131125864753196
59,3,3,104,9500000.0,-0.02997290910557863
60,3,3,161,13000000.0,0.14682871527782007
61,3,2,82,3500000.0,-0.33306140804854784
62,6,7,241,28000000.0,0.904549962635243
63,2,1,40,1450000.0,-0.4366166451873956
64,7,5,102,7000000.0,-0.15625978366514914
65,0,1,50,1600000.0,-0.4290394327138214
66,2,1,44,1400000.0,-0.4391423826785871
67,2,2,80,3100000.0,-0.3532673079780791
68,4,2,90,3870000.0,-0.3143709506137314
69,0,1,26,1800000.0,-0.41893648274905576
70,3,2,104,5480000.0,-0.233042203397368
71,3,2,65,4200000.0,-0.2977010831718681
72,2,1,42,2020000.0,-0.40782323778781354
73,3,3,234,8199999.999999999,-0.09564208387655533
74,2,1,40,3180000.0,-0.34922612799217284
75,5,6,350,25000000.0,0.7530057131637584
76,2,2,71,3800000.0,-0.31790698310139937
77,3,2,55,3080000.0,-0.3542776029745557
78,3,2,40,1840000.0,-0.41691589275610264
79,2,1,40,1750000.0,-0.42146222024024715
80,2,1,36,2700000.0,-0.3734732079076104
81,2,1,36,2800000.0,-0.36842173292522756
82,2,2,60,3170000.0,-0.3497312754904111
83,2,1,40,2290000.0,-0.39418425533537993
84,3,2,94,4980000.0,-0.2582995783092821
85,3,2,63,4580000.0,-0.2785054782388134
86,2,1,36,2540000.0,-0.3815555678794229
87,3,3,199,11000000.0,0.04579921563016367
88,0,1,22,600000.0,-0.4795541825376496
89,2,1,28,1800000.0,-0.41893648274905576
90,2,2,73,2280000.0,-0.39468940283361825
91,2,2,40,3460000.0,-0.33508199804150096
92,2,1,40,3170000.0,-0.3497312754904111
93,2,2,53,6040000.0,-0.2047539434960242
94,2,1,48,2240000.0,-0.3967099928265714
95,3,2,60,2600000.0,-0.3785246828899932
96,2,1,31,640000.0,-0.47753359254469646
97,2,1,50,2220000.0,-0.3977202878230479
98,3,3,211,26000000.0,0.8035204629875866
99,4,4,158,7100000.0,-0.1512083086827663
100,4,2,110,6410000.0,-0.18606348606120776
101,3,3,120,10300000.0,0.010438890753483929
102,2,1,33,663930.0,-0.47632477458141226
103,4,4,143,13200000.0,0.1569316652425857
104,2,1,46,3510000.0,-0.33255626055030957
105,5,5,258,12600000.0,0.1266228153482888
106,2,1,40,2220000.0,-0.3977202878230479
107,2,2,56,1900000.0,-0.413885007766673
108,3,2,86,3430000.0,-0.3365974405362158
109,2,1,43,4290000.0,-0.29315475568772353
110,2,1,50,1650000.0,-0.42651369522263
111,2,1,36,2700000.0,-0.3734732079076104
112,0,1,42,1580000.0,-0.430049727710298
113,3,2,100,6500000.0,-0.18151715857706324
114,3,2,66,5960000.0,-0.20879512348193047
115,3,2,75,4580000.0,-0.2785054782388134
116,3,2,73,2030000.0,-0.4073180902895753
117,2,1,56,3450000.0,-0.33558714553973923
118,2,1,50,1890000.0,-0.41439015526491124
119,3,2,60,2810000.0,-0.3679165854269893
120,3,2,66,5960000.0,-0.20879512348193047
121,2,1,50,2760000.0,-0.3704423229181807
122,3,2,60,4530000.0,-0.2810312157300048
123,2,1,40,3240000.0,-0.3461952430027432
124,0,1,26,1610000.0,-0.4285342852155831
125,2,2,50,1890000.0,-0.41439015526491124
126,2,1,56,3450000.0,-0.33558714553973923
127,2,1,50,1890000.0,-0.41439015526491124
128,3,1,140,7500000.0,-0.13100240875323502
129,4,3,85,5780000.0,-0.21788777845021953
130,2,1,36,2610000.0,-0.3780195353917549
131,2,1,36,2460000.0,-0.38559674786532916
132,9,9,460,42000000.0,1.611756460168838
133,4,2,85,5500000.0,-0.23203190840089144
134,4,3,190,11000000.0,0.04579921563016367
135,3,3,150,5290000.0,-0.24264000586389536
136,2,1,40,2840000.0,-0.36640114293227444
137,3,2,75,4930000.0,-0.2608253158004735
138,3,3,203,9850000.0,-0.012292746667238761
139,3,1,46,1000000.0,-0.45934828260811833
140,3,2,66,6720000.0,-0.17040391361582102
141,5,3,170,10000000.0,-0.004715534193664531
142,3,2,180,5800000.0,-0.21687748345374297
143,3,2,101,3620000.0,-0.32699963806968846
144,2,1,42,2140000.0,-0.40176146780895416
145,2,1,40,2900000.0,-0.3633702579428447
146,3,2,308,33000000.0,1.157123711754384
147,5,3,260,13400000.0,0.16703461520735136
148,4,3,139,18000000.0,0.3994024643969611
149,2,1,24,2000000.0,-0.40883353278429013
150,4,4,410,48800000.0,1.9552567589708696
151,4,2,500,25000000.0,0.7530057131637584
152,2,1,40,2500000.0,-0.38357615787237603
153,9,6,500,50000000.0,2.0158744587594635
154,3,3,183,12300000.0,0.11146839040114033
155,2,1,33,669600.0,-0.4760383559499112
156,2,1,75,5000000.0,-0.25728928331280554
157,0,1,50,1400000.0,-0.4391423826785871
158,3,1,42,1870000.0,-0.4154004502613878
159,3,2,50,9500000.0,-0.02997290910557863
160,2,1,44,1620000.0,-0.42802913771734485
161,3,2,100,6300000.0,-0.19162010854182887
162,2,1,35,4700000.0,-0.272443708259954
163,2,1,58,1810000.0,-0.4184313352508175
164,3,2,40,2300000.0,-0.39367910783714166
165,2,1,44,1820000.0,-0.4179261877525792
166,2,1,44,1110000.0,-0.4537916601274972
167,2,1,48,2240000.0,-0.3967099928265714
168,2,1,40,2330000.0,-0.3921636653424268
169,2,1,44,1110000.0,-0.4537916601274972
170,4,3,90,7160000.0,-0.1481774236933366
171,2,1,51,1500000.0,-0.43409090769620423
172,2,1,44,2010000.0,-0.40832838528605186
173,2,1,40,3130000.0,-0.35175186548336423
174,3,2,60,2690000.0,-0.3739783554058487
175,2,1,40,2870000.0,-0.3648857004375596
176,2,2,48,3060000.0,-0.3552878979710322
177,2,1,44,1560000.0,-0.4310600227067745
178,0,1,100,7950000.0,-0.10827077133251234
179,2,2,48,3390000.0,-0.33861803052916895
180,2,2,117,3000000.0,-0.35831878296046193
181,3,1,40,1800000.0,-0.41893648274905576
182,3,2,40,1780000.0,-0.41994677774553235
183,3,2,75,4700000.0,-0.272443708259954
184,3,1,40,1990000.0,-0.4093386802825284
185,5,4,189,8800000.0,-0.06533323398225838
186,4,4,155,6760000.0,-0.1683833236228679
187,2,1,40,3070000.0,-0.35478275047279395
188,4,3,80,4700000.0,-0.272443708259954
189,2,2,80,3580000.0,-0.3290202280626416
190,3,2,104,5510000.0,-0.23152676090265314
191,3,2,65,5240000.0,-0.24516574335508676
192,3,2,104,5510000.0,-0.23152676090265314
193,2,1,36,2590000.0,-0.3790298303882315
194,3,1,46,1070000.0,-0.45581225012045035
195,3,2,54,3400000.0,-0.3381128830309306
196,3,2,65,6190000.0,-0.19717673102244998
197,4,3,80,4700000.0,-0.272443708259954
198,4,4,170,11500000.0,0.07105659054207777
199,3,2,74,3700000.0,-0.3229584580837822
200,0,1,28,1520000.0,-0.43308061269972764
201,3,2,50,1900000.0,-0.413885007766673
202,2,2,80,3580000.0,-0.3290202280626416
203,2,2,71,4090000.0,-0.3032577056524892
204,2,1,44,1810000.0,-0.4184313352508175
205,2,1,50,1890000.0,-0.41439015526491124
206,3,2,50,2800000.0,-0.36842173292522756
207,2,2,88,4670000.0,-0.2739591507546688
208,2,1,36,2400000.0,-0.3886276328547588
209,0,1,28,1220000.0,-0.4482350376468761
210,2,1,55,2000000.0,-0.40883353278429013
211,2,1,36,2180000.0,-0.39974087781600104
212,3,1,60,3200000.0,-0.3482158329956963
213,4,2,56,3340000.0,-0.34114376802036034
214,3,2,70,1720000.0,-0.422977662734962
215,4,3,97,6000000.0,-0.20677453348897734
216,3,2,60,2690000.0,-0.3739783554058487
217,3,1,67,4510000.0,-0.28204151072648137
218,2,1,80,6000000.0,-0.20677453348897734
219,4,3,116,11000000.0,0.04579921563016367
220,3,3,200,9500000.0,-0.02997290910557863
221,5,6,250,18500000.0,0.4246598393088752
222,6,4,320,12500000.0,0.12157134036590597
223,3,2,123,4500000.0,-0.28254665822471964
224,5,3,220,10500000.0,0.02054184071824957
225,3,2,122,5700000.0,-0.22192895843612578
226,3,2,84,5000000.0,-0.25728928331280554
227,0,1,30,1200000.0,-0.4492453326433527
228,0,0,67,2690000.0,-0.3739783554058487
229,3,2,180,5000000.0,-0.25728928331280554
230,2,1,40,2500000.0,-0.38357615787237603
231,5,4,350,20000000.0,0.5004319640446174
232,0,3,150,3330000.0,-0.3416489155185986
233,4,4,358,28000000.0,0.904549962635243
234,4,3,135,6500000.0,-0.18151715857706324
235,4,3,154,7500000.0,-0.13100240875323502
236,4,3,172,8400000.0,-0.08553913391178965
237,3,3,700,25000000.0,0.7530057131637584
238,2,6,120,17000000.0,0.3488877145731329
239,4,3,154,7500000.0,-0.13100240875323502
240,3,2,60,3900000.0,-0.3128555081190165
241,4,4,222,10000000.0,-0.004715534193664531
242,2,1,33,1750000.0,-0.42146222024024715
243,4,2,81,4420000.0,-0.2865878382106259
244,4,4,420,18500000.0,0.4246598393088752
245,5,6,325,27000000.0,0.8540352128114148
246,9,7,533,65000000.0,2.7735957061168866
248,2,2,200,15000000.0,0.24785821492547647
249,2,3,84,6500000.0,-0.18151715857706324
250,4,5,400,32000000.0,1.106608961930556
251,3,3,107,3500000.0,-0.33306140804854784
252,3,2,300,11000000.0,0.04579921563016367
253,11,11,368,27000000.0,0.8540352128114148
254,3,3,143,7000000.0,-0.15625978366514914
255,4,3,81,6910000.0,-0.16080611114929366
256,6,5,1000,54000000.0,2.2179334580547763
257,0,1,22,1000000.0,-0.45934828260811833
258,2,1,60,1720000.0,-0.422977662734962
259,3,3,165,5800000.0,-0.21687748345374297
260,3,2,82,1870000.0,-0.4154004502613878
262,3,1,50,2120000.0,-0.40277176280543076
263,4,3,85,11500000.0,0.07105659054207777
265,4,5,476,30300000.0,1.020733887230048
266,3,2,250,21200000.0,0.5610496638332113
267,3,2,126,6500000.0,-0.18151715857706324
268,2,1,40,3000000.0,-0.35831878296046193
269,2,1,46,3610000.0,-0.3275047855679267
270,2,1,50,2320000.0,-0.3926688128406651
271,3,3,63,4080000.0,-0.3037628531507275
272,5,3,240,14900000.0,0.24280673994309365
273,5,4,347,30000000.0,1.0055794622828995
274,5,3,166,9780000.0,-0.015828779154906734
275,4,5,410,46800000.0,1.8542272593232132
277,5,4,97,8630000.0,-0.07392074145230916
278,2,1,30,1600000.0,-0.4290394327138214
280,3,3,63,4580000.0,-0.2785054782388134
281,5,7,330,35000000.0,1.2581532114020404
282,2,1,40,3480000.0,-0.33407170304502437
283,2,2,143,7500000.0,-0.13100240875323502
284,7,3,265,10000000.0,-0.004715534193664531
285,2,1,50,3500000.0,-0.33306140804854784
286,4,4,340,27800000.0,0.8944470126704774
287,4,2,150,5500000.0,-0.23203190840089144
288,2,1,40,3480000.0,-0.33407170304502437
289,3,3,100,12000000.0,0.09631396545399187
290,4,4,225,15000000.0,0.24785821492547647
291,4,4,340,27800000.0,0.8944470126704774
292,3,2,180,25000000.0,0.7530057131637584
293,5,3,300,46000000.0,1.8138154594641507
294,3,3,120,16500000.0,0.3236303396612188
295,4,3,205,8950000.0,-0.05775602150868414
296,4,3,100,11900000.0,0.09126249047160905
297,2,1,40,4500000.0,-0.28254665822471964
298,2,2,46,3230000.0,-0.34670039050098145
299,2,1,46,5520000.0,-0.23102161340441488
300,3,1,40,1940000.0,-0.4118644177737198
301,2,1,36,3450000.0,-0.33558714553973923
302,0,1,50,1600000.0,-0.4290394327138214
303,2,3,266,12000000.0,0.09631396545399187
304,2,1,34,980000.0,-0.46035857760459487
305,3,2,66,4400000.0,-0.2875981332071024
306,3,2,80,3300000.0,-0.34316435801331346
307,4,3,250,18300000.0,0.4145568893441095
308,3,2,86,10500000.0,0.02054184071824957
309,2,1,43,1240000.0,-0.4472247426503996
310,7,7,400,24000000.0,0.7024909633399302
311,3,2,65,4390000.0,-0.28810328070534075
312,7,7,400,24000000.0,0.7024909633399302
313,5,3,100,7220000.0,-0.14514653870390692
314,2,1,46,5520000.0,-0.23102161340441488
315,0,1,25,1500000.0,-0.43409090769620423
316,4,4,190,10000000.0,-0.004715534193664531
317,2,1,34,980000.0,-0.46035857760459487
318,3,2,66,4400000.0,-0.2875981332071024
319,8,8,780,30000000.0,1.0055794622828995
320,3,2,80,3300000.0,-0.34316435801331346
321,4,3,250,18300000.0,0.4145568893441095
322,3,2,86,10500000.0,0.02054184071824957
323,3,2,54,3000000.0,-0.35831878296046193
324,4,4,183,20000000.0,0.5004319640446174
325,13,18,1700,40000000.0,1.5107269605211815
327,3,3,150,10500000.0,0.02054184071824957
328,3,4,145,8000000.0,-0.10574503384132093
329,3,2,64,5700000.0,-0.22192895843612578
330,4,4,150,7500000.0,-0.13100240875323502
331,3,2,100,5000000.0,-0.25728928331280554
332,0,1,22,999000.0,-0.45939879735794215
333,4,4,392,53000000.0,2.167418708230948
334,5,4,289,32300000.0,1.1217633868777044
335,4,4,190,10000000.0,-0.004715534193664531
336,3,2,54,3000000.0,-0.35831878296046193
337,3,3,168,38500000.0,1.4349548357854391
338,2,1,36,3380000.0,-0.3391231780274072
339,5,3,142,9450000.0,-0.03249864659677004
340,3,2,65,4390000.0,-0.28810328070534075
341,4,9,530,62000000.0,2.622051456645402
342,0,1,22,2000000.0,-0.40883353278429013
343,2,2,56,3000000.0,-0.35831878296046193
344,13,18,1700,40000000.0,1.5107269605211815
345,3,3,1053,16000000.0,0.2983729647493047
346,3,4,200,4800000.0,-0.26739223327757117
347,4,4,150,7500000.0,-0.13100240875323502
348,3,2,100,5000000.0,-0.25728928331280554
349,3,3,160,5300000.0,-0.24213485836565707
350,3,3,90,9020000.0,-0.054219989021016164
351,5,3,100,7220000.0,-0.14514653870390692
352,3,2,167,8500000.0,-0.08048765892940683
353,2,1,51,2210000.0,-0.3982254353212862
354,2,2,110,16000000.0,0.2983729647493047
355,4,8,450,65000000.0,2.7735957061168866
356,3,3,268,14000000.0,0.19734346510164827
357,4,4,410,48800000.0,1.9552567589708696
358,0,1,50,1700000.0,-0.4239879577314386
359,4,4,410,48800000.0,1.9552567589708696
360,2,1,46,1000000.0,-0.45934828260811833
361,2,1,42,1500000.0,-0.43409090769620423
362,3,2,110,7800000.0,-0.11584798380608657
363,3,2,88,5100000.0,-0.2522378083304227
364,3,3,186,12500000.0,0.12157134036590597
366,3,2,100,5370000.0,-0.23859882587798908
367,5,3,530,57000000.0,2.369477707526261
368,13,13,324,26000000.0,0.8035204629875866
369,5,5,504,25000000.0,0.7530057131637584
370,2,2,400,8000000.0,-0.10574503384132093
371,3,2,80,4410000.0,-0.28709298570886416
372,2,1,43,1310000.0,-0.4436887101627316
373,2,1,46,948236.0,-0.46196312811799894
374,3,3,200,6500000.0,-0.18151715857706324
375,0,1,45,1300000.0,-0.44419385766096986
376,5,3,170,5500000.0,-0.23203190840089144
377,3,2,54,4380000.0,-0.288608428203579
378,2,1,46,4430000.0,-0.2860826907123876
379,0,1,24,1210000.0,-0.4487401851451144
380,3,1,40,1700000.0,-0.4239879577314386
381,2,1,44,2010000.0,-0.40832838528605186
382,4,3,105,18500000.0,0.4246598393088752
383,3,1,54,1820000.0,-0.4179261877525792
384,2,1,40,2830000.0,-0.3669062904305127
385,3,2,54,4380000.0,-0.288608428203579
386,2,1,46,4430000.0,-0.2860826907123876
387,3,1,40,1700000.0,-0.4239879577314386
388,2,1,24,657716.0,-0.4766386732368175
389,0,1,45,1300000.0,-0.44419385766096986
390,2,1,44,2010000.0,-0.40832838528605186
391,2,2,53,5160000.0,-0.249206923340993
392,3,2,180,6000000.0,-0.20677453348897734
393,3,2,55,3000000.0,-0.35831878296046193
394,3,1,60,4700000.0,-0.272443708259954
395,2,2,60,2500000.0,-0.38357615787237603
396,4,2,375,8000000.0,-0.10574503384132093
397,4,2,320,35000000.0,1.2581532114020404
398,2,1,36,2050000.0,-0.40630779529309874
399,4,4,350,22800000.0,0.6418732635513364
400,2,2,53,8710000.0,-0.06987956146640291
401,5,5,260,18900000.0,0.44486573923840644
402,3,2,86,3430000.0,-0.3365974405362158
403,3,4,237,30000000.0,1.0055794622828995
404,2,1,44,1790000.0,-0.41944163024729403
405,5,5,527,49200000.0,1.975462658900401
406,2,1,44,1770000.0,-0.4204519252437706
407,2,2,53,5160000.0,-0.249206923340993
408,3,2,55,3000000.0,-0.35831878296046193
409,3,2,117,7130000.0,-0.14969286618805147
410,3,1,60,4700000.0,-0.272443708259954
411,2,2,60,2500000.0,-0.38357615787237603
412,4,2,375,8000000.0,-0.10574503384132093
413,4,2,320,35000000.0,1.2581532114020404
414,2,1,36,2050000.0,-0.40630779529309874
415,4,4,350,22800000.0,0.6418732635513364
416,2,2,53,8710000.0,-0.06987956146640291
417,5,5,260,18900000.0,0.44486573923840644
419,3,2,86,3430000.0,-0.3365974405362158
420,3,4,237,30000000.0,1.0055794622828995
421,3,2,170,17300000.0,0.3640421395202813
422,2,1,44,1790000.0,-0.41944163024729403
423,5,5,527,49200000.0,1.975462658900401
424,2,1,44,1770000.0,-0.4204519252437706
425,2,2,53,5050000.0,-0.25476354582161415
426,4,3,110,6500000.0,-0.18151715857706324
427,2,1,40,2550000.0,-0.38105042038118464
428,4,3,150,13300000.0,0.1619831402249685
429,5,4,250,10000000.0,-0.004715534193664531
430,2,1,45,1650000.0,-0.42651369522263
431,3,2,221,11900000.0,0.09126249047160905
432,2,2,53,7480000.0,-0.1320127037497116
433,6,6,300,28000000.0,0.904549962635243
434,6,7,780,45000000.0,1.7633007096403224
435,2,1,36,2500000.0,-0.38357615787237603
436,4,3,110,6500000.0,-0.18151715857706324
437,0,2,54,1950000.0,-0.4113592702754815
438,3,2,170,17300000.0,0.3640421395202813
439,3,3,137,17000000.0,0.3488877145731329
440,3,2,72,2630000.0,-0.3770092403952784
441,3,2,54,3000000.0,-0.35831878296046193
442,4,4,400,13800000.0,0.18724051513688264
443,5,5,320,21500000.0,0.5762040887803598
444,4,4,225,15000000.0,0.24785821492547647
445,4,4,170,12500000.0,0.12157134036590597
446,5,4,250,10000000.0,-0.004715534193664531
447,0,1,32,1260000.0,-0.446214447653923
448,4,2,120,3800000.0,-0.31790698310139937
449,0,1,30,1700000.0,-0.4239879577314386
450,0,0,41,3810000.0,-0.3174018356031611
451,0,0,50,2590000.0,-0.3790298303882315
452,3,2,103,3360000.0,-0.3401334730238838
453,3,2,63,5290000.0,-0.24264000586389536
454,8,4,371,24000000.0,0.7024909633399302
455,2,2,72,6920000.0,-0.1603009636510554
456,0,1,32,1260000.0,-0.446214447653923
457,4,2,150,7000000.0,-0.15625978366514914
458,4,2,120,3800000.0,-0.31790698310139937
459,0,0,41,3810000.0,-0.3174018356031611
460,2,2,72,6920000.0,-0.1603009636510554
461,2,1,44,3370000.0,-0.3396283255256455
462,2,1,36,2060000.0,-0.4058026477948604
463,4,3,130,7800000.0,-0.11584798380608657
464,4,3,130,6500000.0,-0.18151715857706324
465,5,5,350,35000000.0,1.2581532114020404
466,5,3,166,9000000.0,-0.055230284017492734
467,4,5,148,6100000.0,-0.2017230585065945
468,3,2,70,2570000.0,-0.38004012538470805
469,4,5,227,30000000.0,1.0055794622828995
470,5,4,190,11300000.0,0.060953640577312125
471,3,2,54,3000000.0,-0.35831878296046193
472,3,2,103,3360000.0,-0.3401334730238838
473,0,1,22,998000.0,-0.45944931210776596
474,5,4,375,35000000.0,1.2581532114020404
475,3,2,100,4000000.0,-0.30780403313663374
476,6,3,238,11000000.0,0.04579921563016367
477,0,1,20,1660000.0,-0.42600854772439173
478,2,1,50,1900000.0,-0.413885007766673
479,3,1,42,1700000.0,-0.4239879577314386
480,3,2,125,6500000.0,-0.18151715857706324
481,2,2,44,4880000.0,-0.2633510532916649
482,3,1,180,7800000.0,-0.11584798380608657
483,2,2,102,2000000.0,-0.40883353278429013
484,5,3,280,12500000.0,0.12157134036590597
485,6,6,375,30000000.0,1.0055794622828995
486,3,1,53,2500000.0,-0.38357615787237603
487,4,3,155,11700000.0,0.0811595405068434
488,2,1,77,1600000.0,-0.4290394327138214
489,4,5,249,26000000.0,0.8035204629875866
490,3,2,77,4200000.0,-0.2977010831718681
491,3,3,126,10900000.0,0.04074774064778085
492,8,8,400,18000000.0,0.3994024643969611
493,3,2,55,3960000.0,-0.30982462312958686
494,4,5,440,50300000.0,2.031028883706612
495,2,1,42,1780000.0,-0.41994677774553235
496,3,2,125,5500000.0,-0.23203190840089144
497,4,4,220,15000000.0,0.24785821492547647
498,2,2,82,2800000.0,-0.36842173292522756
499,4,4,250,16000000.0,0.2983729647493047
500,5,5,360,45000000.0,1.7633007096403224
501,3,2,60,4970000.0,-0.2588047258075204
502,4,7,483,37800000.0,1.3995945109087595
503,2,2,54,4100000.0,-0.3027525581542509
504,3,2,80,4800000.0,-0.26739223327757117
505,3,2,102,6800000.0,-0.16636273362991477
506,2,2,59,3530000.0,-0.331545965553833
507,2,1,40,1820000.0,-0.4179261877525792
508,3,1,78,6790000.0,-0.16686788112815304
509,3,3,245,31300000.0,1.071248637053876
510,3,2,80,2700000.0,-0.3734732079076104
511,3,2,170,17300000.0,0.3640421395202813
512,3,2,45,1820000.0,-0.4179261877525792
513,2,2,52,2170000.0,-0.4002460253142393
514,5,3,166,8990000.0,-0.055735431515731015
515,3,2,54,3380000.0,-0.3391231780274072
516,3,2,92,11000000.0,0.04579921563016367
517,2,1,42,3610000.0,-0.3275047855679267
518,2,1,50,4030000.000000001,-0.3062885906419188
519,3,2,169,8600000.0,-0.075436183947024
520,3,2,69,4650000.0,-0.2749694457511454
521,4,4,358,52000000.0,2.1169039584071196
522,3,2,66,4570000.0,-0.27901062573705165
523,3,2,115,8170000.0,-0.09715752637127013
524,2,2,100,3200000.0,-0.3482158329956963
525,3,2,83,4500000.0,-0.28254665822471964
526,2,1,35,1650000.0,-0.42651369522263
527,3,3,110,7800000.0,-0.11584798380608657
528,3,3,120,6800000.0,-0.16636273362991477
529,4,3,211,29000000.0,0.9550647124590712
530,5,3,166,8990000.0,-0.055735431515731015
531,3,3,100,7800000.0,-0.11584798380608657
532,3,2,92,11000000.0,0.04579921563016367
533,2,2,50,2770000.0,-0.3699371754199424
534,3,2,75,4930000.0,-0.2608253158004735
535,3,2,80,5100000.0,-0.2522378083304227
536,2,1,44,1850000.0,-0.41641074525786437
537,2,2,53,5950000.0,-0.20930027098016873
538,3,2,87,7500000.0,-0.13100240875323502
539,2,1,46,1800000.0,-0.41893648274905576
540,3,2,75,4770000.0,-0.268907675772286
541,3,2,78,5000000.0,-0.25728928331280554
542,2,2,52,3280000.0,-0.34417465300979005
543,5,3,132,9240000.0,-0.043106744059773966
544,2,2,67,2710000.0,-0.3729680604093721
545,2,1,77,1600000.0,-0.4290394327138214
546,3,1,40,1000000.0,-0.45934828260811833
547,4,2,102,6610000.0,-0.17596053609644213
548,2,1,30,2550000.0,-0.38105042038118464
549,0,1,32,1390000.0,-0.43964753017682534
550,5,4,349,18000000.0,0.3994024643969611
551,4,3,211,29000000.0,0.9550647124590712
552,4,4,320,32000000.0,1.106608961930556
553,3,3,100,7800000.0,-0.11584798380608657
554,2,2,50,2770000.0,-0.3699371754199424
555,3,2,75,4930000.0,-0.2608253158004735
556,3,2,80,5100000.0,-0.2522378083304227
557,2,1,44,1850000.0,-0.41641074525786437
558,2,2,53,5950000.0,-0.20930027098016873
559,2,1,46,1800000.0,-0.41893648274905576
560,3,2,87,7500000.0,-0.13100240875323502
561,3,1,40,1000000.0,-0.45934828260811833
562,3,2,75,4770000.0,-0.268907675772286
563,3,2,78,5000000.0,-0.25728928331280554
564,2,2,52,3280000.0,-0.34417465300979005
565,5,3,132,9240000.0,-0.043106744059773966
566,2,2,67,2710000.0,-0.3729680604093721
567,4,2,102,6610000.0,-0.17596053609644213
568,5,4,349,18000000.0,0.3994024643969611
569,2,1,30,2550000.0,-0.38105042038118464
570,0,1,32,1390000.0,-0.43964753017682534
571,3,2,54,2500000.0,-0.38357615787237603
572,5,3,166,14000000.0,0.19734346510164827
573,2,1,46,4480000.0,-0.2835569532211962
574,3,3,88,6200000.0,-0.19667158352421168
575,4,4,250,16000000.0,0.2983729647493047
576,3,2,60,4970000.0,-0.2588047258075204
577,4,7,483,37800000.0,1.3995945109087595
578,3,1,50,1850000.0,-0.41641074525786437
579,3,3,112,7460000.0,-0.13302299874618817
580,5,5,208,41200000.0,1.5713446603097754
581,2,2,52,2170000.0,-0.4002460253142393
582,4,5,483,37800000.0,1.3995945109087595
583,3,3,94,10500000.0,0.02054184071824957
584,2,1,42,3610000.0,-0.3275047855679267
585,2,1,50,4030000.000000001,-0.3062885906419188
586,3,2,55,3080000.0,-0.3542776029745557
587,6,6,458,50200000.0,2.0259774087242293
588,4,4,358,52000000.0,2.1169039584071196
589,2,2,100,3200000.0,-0.3482158329956963
590,3,2,90,5200000.0,-0.24718633334803988
591,3,2,60,2520000.0,-0.38256586287589944
592,4,3,83,5720000.0,-0.22091866343964922
593,3,5,130,6700000.0,-0.17141420861229759
594,3,4,345,38800000.0,1.4501092607325876
595,2,1,44,1730000.0,-0.42247251523672374
596,3,2,83,4500000.0,-0.28254665822471964
597,0,0,150,3930000.0,-0.3113400656243017
598,3,2,66,4570000.0,-0.27901062573705165
599,4,4,350,27000000.0,0.8540352128114148
600,3,2,169,12600000.0,0.1266228153482888
601,3,1,42,2000000.0,-0.40883353278429013
602,2,1,44,1730000.0,-0.42247251523672374
603,2,2,56,3900000.0,-0.3128555081190165
604,0,1,180,4800000.0,-0.26739223327757117
605,4,4,334,27800000.0,0.8944470126704774
606,2,2,163,20000000.0,0.5004319640446174
