,Bedrooms,Bathrooms,Sqm,Cost,Zscore
1721,3,2,99,6700000.0,-0.17141420861229759
1722,5,3,142,9950000.0,-0.007241271684855941
1723,3,1,75,1800000.0,-0.41893648274905576
1725,8,7,395,30000000.0,1.0055794622828995
1726,3,2,99,3600000.0,-0.328009933066165
1727,3,1,75,1800000.0,-0.41893648274905576
1729,3,3,320,20000000.0,0.5004319640446174
1730,4,3,115,9460000.0,-0.03199349909853176
1731,2,1,40,6850000.0,-0.16383699613872335
1732,4,4,250,18000000.0,0.3994024643969611
1733,4,3,600,45000000.0,1.7633007096403224
1734,5,6,260,18000000.0,0.3994024643969611
1735,4,3,199,12900000.0,0.14177724029543726
1736,3,2,69,3700000.0,-0.3229584580837822
1737,3,1,42,1600000.0,-0.4290394327138214
1738,4,3,177,32000000.0,1.106608961930556
1739,4,2,84,6500000.0,-0.18151715857706324
1740,4,3,125,8690000.0,-0.07088985646287947
1741,3,2,180,5750000.0,-0.2194032209449344
1742,3,1,62,1890000.0,-0.41439015526491124
1743,3,2,80,3400000.0,-0.3381128830309306
1744,4,5,368,27500000.0,0.879292587723329
1745,8,7,395,30000000.0,1.0055794622828995
1746,3,3,63,4750000.0,-0.26991797076876256
1747,3,2,99,3600000.0,-0.328009933066165
1748,3,2,50,3200000.0,-0.3482158329956963
1749,5,3,160,9500000.0,-0.02997290910557863
1750,3,2,82,9500000.0,-0.02997290910557863
1751,3,3,128,7870000.0,-0.11231195131841859
1752,4,4,315,50000000.0,2.0158744587594635
1753,3,1,43,2500000.0,-0.38357615787237603
1754,3,3,145,6060000.0,-0.20374364849954762
1755,2,1,61,4790000.0,-0.26789738077580943
1756,3,2,92,3460000.0,-0.33508199804150096
1758,4,4,234,16000000.0,0.2983729647493047
1759,2,2,63,6090000.0,-0.2022282060048328
1760,4,5,490,42400000.0,1.631962360098369
1761,5,5,249,22800000.0,0.6418732635513364
1762,3,3,180,18500000.0,0.4246598393088752
1763,2,1,45,3840000.0,-0.31588639310844624
1764,2,2,53,4550000.0,-0.28002092073352824
1765,0,1,30,2250000.0,-0.39620484532833306
1766,3,2,66,5900000.0,-0.21182600847136016
1767,4,3,126,12400000.0,0.11651986538352314
1768,3,3,77,5730000.0,-0.22041351594141095
1769,2,2,71,3800000.0,-0.31790698310139937
1770,2,2,53,4670000.0,-0.2739591507546688
1771,3,2,85,3460000.0,-0.33508199804150096
1772,3,4,190,13000000.0,0.14682871527782007
1773,4,3,200,13800000.0,0.18724051513688264
1774,3,3,200,12100000.0,0.10136544043637469
1775,2,1,40,3280000.0,-0.34417465300979005
1776,2,2,40,2710000.0,-0.3729680604093721
1777,3,32,126,8000000.0,-0.10574503384132093
1778,5,3,166,10400000.0,0.015490365735866748
1779,3,2,65,5500000.0,-0.23203190840089144
1780,2,1,46,4100000.0,-0.3027525581542509
1781,4,4,405,45500000.0,1.7885580845522366
1782,3,2,72,5000000.0,-0.25728928331280554
1783,4,3,95,11500000.0,0.07105659054207777
1784,0,1,40,1930000.0,-0.4123695652719581
1785,3,3,277,14900000.0,0.24280673994309365
1786,4,4,346,14000000.0,0.19734346510164827
1787,5,5,530,28000000.0,0.904549962635243
1788,0,1,33,664204.0,-0.47631093353996057
1789,0,1,44,1150000.0,-0.4517710701345441
1790,3,2,67,4000000.0,-0.30780403313663374
1791,2,1,44,2790000.0,-0.36892688042346583
1792,3,2,101,9050000.0,-0.05270454652630132
1793,4,3,150,8000000.0,-0.10574503384132093
1794,2,2,85,4600000.0,-0.2774951832423368
1795,5,4,320,28500000.0,0.9298073375471572
1796,3,4,360,30000000.0,1.0055794622828995
1797,3,2,104,7000000.0,-0.15625978366514914
1798,3,3,91,6050000.0,-0.20424879599778592
1799,0,0,29,834400.0,-0.46771352517894427
1800,4,4,264,37600000.0,1.3894915609439937
1802,4,2,119,10000000.0,-0.004715534193664531
1803,3,3,116,5500000.0,-0.23203190840089144
1804,4,3,206,12700000.0,0.1316742903306716
1805,4,3,100,7090000.0,-0.1517134561810046
1806,3,3,240,9000000.0,-0.055230284017492734
1807,0,1,22,1850000.0,-0.41641074525786437
1808,4,1,80,4460000.0,-0.28456724821767276
1809,3,2,67,6090000.0,-0.2022282060048328
1810,5,4,150,5600000.0,-0.2269804334185086
1811,2,1,36,2220000.0,-0.3977202878230479
1812,5,5,368,27500000.0,0.879292587723329
1813,3,2,75,6220000.0,-0.19566128852773512
1815,4,3,184,9500000.0,-0.02997290910557863
1816,3,3,120,8500000.0,-0.08048765892940683
1817,2,2,47,2190000.0,-0.39923573031776277
1818,4,3,137,8029999.999999999,-0.10422959134660613
1819,3,2,60,5080000.0,-0.2532481033268993
1820,4,3,86,6200000.0,-0.19667158352421168
1821,3,2,72,2800000.0,-0.36842173292522756
1822,3,2,263,19000000.0,0.4499172142207893
1823,3,3,120,8500000.0,-0.08048765892940683
1824,2,2,53,4930000.0,-0.2608253158004735
1825,3,1,40,1590000.0,-0.4295445802120597
1826,4,3,130,8500000.0,-0.08048765892940683
1827,2,2,50,2590000.0,-0.3790298303882315
1828,3,2,246,25000000.0,0.7530057131637584
1829,2,1,58,2730000.0,-0.37195776541289555
1830,3,2,121,9510000.0,-0.02946776160734035
1831,3,2,117,7170000.0,-0.14767227619509835
1832,4,3,204,13500000.0,0.17208609018973417
1833,5,3,166,10400000.0,0.015490365735866748
1834,4,3,180,11800000.0,0.08621101548922623
1835,4,3,275,45000000.0,1.7633007096403224
1836,3,1,42,1440000.0,-0.4371217926856339
1837,4,3,130,8780000.0,-0.06634352897873494
1838,3,1,43,2500000.0,-0.38357615787237603
1839,4,3,266,27600000.0,0.8843440627057118
1840,4,5,500,48800000.0,1.9552567589708696
1841,3,2,90,5310000.0,-0.24162971086741877
1842,3,3,265,36100000.0,1.3137194362082514
1843,2,1,61,4770000.0,-0.268907675772286
1844,3,1,67,4510000.0,-0.28204151072648137
1845,2,1,30,1570000.0,-0.43055487520853625
1846,3,1,58,3000000.0,-0.35831878296046193
1847,4,4,234,16000000.0,0.2983729647493047
1849,4,5,490,42400000.0,1.631962360098369
1850,5,5,249,22800000.0,0.6418732635513364
1851,2,2,63,6090000.0,-0.2022282060048328
1852,3,2,53,5000000.0,-0.25728928331280554
1853,3,3,212,16500000.0,0.3236303396612188
1854,3,3,180,18500000.0,0.4246598393088752
1855,3,3,238,30000000.0,1.0055794622828995
1856,4,5,390,51800000.0,2.1068010084423543
1857,2,1,45,3840000.0,-0.31588639310844624
1858,2,2,53,4550000.0,-0.28002092073352824
1859,0,1,30,2250000.0,-0.39620484532833306
1860,4,3,179,21100000.0,0.5559981888508285
1861,3,2,161,8630000.0,-0.07392074145230916
1862,3,2,66,5900000.0,-0.21182600847136016
1863,4,3,126,12400000.0,0.11651986538352314
1864,3,2,99,5400000.0,-0.23708338338327425
1865,3,2,85,3460000.0,-0.33508199804150096
1866,3,4,190,13000000.0,0.14682871527782007
1867,4,3,200,13800000.0,0.18724051513688264
1868,3,3,200,12100000.0,0.10136544043637469
1869,5,6,336,15000000.0,0.24785821492547647
1870,3,3,125,10300000.0,0.010438890753483929
1871,3,2,65,4700000.0,-0.272443708259954
1872,2,1,72,1850000.0,-0.41641074525786437
1873,0,1,22,1850000.0,-0.41641074525786437
1874,4,1,80,4460000.0,-0.28456724821767276
1875,3,2,67,6090000.0,-0.2022282060048328
1876,5,4,150,5600000.0,-0.2269804334185086
1877,2,1,36,2220000.0,-0.3977202878230479
1878,5,5,368,27500000.0,0.879292587723329
1879,3,2,75,6220000.0,-0.19566128852773512
1880,3,2,85,3460000.0,-0.33508199804150096
1881,3,2,120,5100000.0,-0.2522378083304227
1883,4,3,184,9500000.0,-0.02997290910557863
1884,3,3,96,5050000.0,-0.25476354582161415
1885,3,4,190,13000000.0,0.14682871527782007
1888,3,3,264,50100000.0,2.020925933741846
1889,4,2,119,10000000.0,-0.004715534193664531
1890,4,3,200,13800000.0,0.18724051513688264
1891,2,2,47,2190000.0,-0.39923573031776277
1892,4,3,137,8029999.999999999,-0.10422959134660613
1893,3,3,200,12100000.0,0.10136544043637469
1894,3,2,60,5080000.0,-0.2532481033268993
1895,0,0,108,3670000.0,-0.324473900578497
1896,4,5,500,48800000.0,1.9552567589708696
1897,3,3,240,9000000.0,-0.055230284017492734
1898,0,0,29,834400.0,-0.46771352517894427
1899,4,3,175,11200000.0,0.05590216559492931
1900,5,6,336,15000000.0,0.24785821492547647
1901,2,1,50,2220000.0,-0.3977202878230479
1902,3,3,265,35600000.0,1.2884620612963373
1903,4,3,230,14500000.0,0.22260084001356237
1904,3,3,211,29500000.0,0.9803220873709854
1905,4,3,178,11800000.0,0.08621101548922623
1906,3,2,75,4700000.0,-0.272443708259954
1907,5,3,166,9890000.0,-0.010272156674285634
1908,4,4,179,10500000.0,0.02054184071824957
1909,3,2,65,4700000.0,-0.272443708259954
1910,2,1,72,1850000.0,-0.41641074525786437
1911,3,2,120,5100000.0,-0.2522378083304227
1912,3,3,96,5050000.0,-0.25476354582161415
1915,3,3,264,50100000.0,2.020925933741846
1916,3,4,320,10800000.0,0.035696265665398026
1917,3,3,116,5500000.0,-0.23203190840089144
1918,3,1,120,3000000.0,-0.35831878296046193
1919,3,3,116,5500000.0,-0.23203190840089144
1920,3,2,75,4700000.0,-0.272443708259954
1921,7,6,435,20000000.0,0.5004319640446174
1922,5,3,166,9890000.0,-0.010272156674285634
1923,4,3,136,9480000.0,-0.030983204102055194
1924,3,2,109,13800000.0,0.18724051513688264
1925,4,3,174,10500000.0,0.02054184071824957
1926,3,2,76,5420000.0,-0.2360730883867977
1927,4,3,80,5970000.0,-0.20828997598369217
1928,3,2,263,19000000.0,0.4499172142207893
1929,3,2,150,5900000.0,-0.21182600847136016
1930,4,3,328,47000000.0,1.8643302092879788
1931,5,5,374,45000000.0,1.7633007096403224
1932,4,3,160,9640000.0,-0.02290084413024268
1933,0,1,34,3400000.0,-0.3381128830309306
1934,4,3,120,6200000.0,-0.19667158352421168
1935,3,2,77,7000000.0,-0.15625978366514914
1936,4,5,359,41500000.0,1.5864990852569238
1937,3,3,100,7650000.0,-0.1234251962796608
1939,4,5,250,24000000.0,0.7024909633399302
1940,4,4,378,52000000.0,2.1169039584071196
1941,3,1,120,3000000.0,-0.35831878296046193
1942,3,2,133,9280000.0,-0.04108615406682083
1943,3,2,104,7000000.0,-0.15625978366514914
1944,3,3,91,6050000.0,-0.20424879599778592
1945,5,5,656,7430000.0,-0.134538441240903
1946,4,3,118,5710000.0,-0.22142381093788752
1947,3,4,360,30000000.0,1.0055794622828995
1948,4,5,327,11800000.0,0.08621101548922623
1949,5,4,579,5120000.0,-0.25122751333394616
1950,3,1,46,1050000.0,-0.45682254511692694
1951,3,1,42,2020000.0,-0.40782323778781354
1952,3,2,166,10600000.0,0.025593315700632387
1953,3,1,42,2020000.0,-0.40782323778781354
1954,8,7,525,30000000.0,1.0055794622828995
1955,3,3,120,8500000.0,-0.08048765892940683
1956,3,2,196,4050000.0,-0.30527829564544234
1957,3,2,100,6600000.0,-0.1764656835946804
1958,2,2,106,4900000.0,-0.2623407582951883
1959,4,3,135,9700000.0,-0.01986995914081299
1960,2,1,104,3020000.0,-0.35730848796398534
1961,3,2,53,5000000.0,-0.25728928331280554
1962,3,3,212,16500000.0,0.3236303396612188
1963,5,5,500,50800000.0,2.056286258618526
1964,3,3,238,30000000.0,1.0055794622828995
1965,4,5,390,51800000.0,2.1068010084423543
1966,3,1,50,3810000.0,-0.3174018356031611
1967,0,1,22,1000000.0,-0.45934828260811833
1968,3,2,84,5080000.0,-0.2532481033268993
1969,5,3,132,4450000.0,-0.28507239571591103
1970,3,2,99,5400000.0,-0.23708338338327425
1971,3,3,93,9300000.0,-0.04007585907034427
1972,4,5,390,46000000.0,1.8138154594641507
1973,3,2,80,6300000.0,-0.19162010854182887
1974,2,1,36,2060000.0,-0.4058026477948604
1975,4,4,179,10500000.0,0.02054184071824957
1976,3,2,65,4700000.0,-0.272443708259954
1977,2,1,72,1850000.0,-0.41641074525786437
1978,3,2,120,5100000.0,-0.2522378083304227
1979,3,3,96,5050000.0,-0.25476354582161415
1982,3,3,264,50100000.0,2.020925933741846
1983,3,2,66,5810000.0,-0.21637233595550467
1984,3,4,320,10800000.0,0.035696265665398026
1985,5,4,320,26000000.0,0.8035204629875866
1986,5,6,380,15000000.0,0.24785821492547647
1987,3,2,80,5090000.0,-0.25274295582866096
1988,3,1,42,1440000.0,-0.4371217926856339
1989,3,4,256,19800000.0,0.4903290140798518
1990,7,6,435,20000000.0,0.5004319640446174
1991,3,1,58,2330000.0,-0.3921636653424268
1992,3,3,220,28000000.0,0.904549962635243
1993,3,1,42,2000000.0,-0.40883353278429013
1994,4,3,90,3300000.0,-0.34316435801331346
1995,3,3,95,17600000.0,0.3791965644674298
1996,4,3,165,9430000.0,-0.033508941593246605
1997,3,2,66,6260000.0,-0.193640698534782
1998,3,2,75,3930000.0,-0.3113400656243017
1999,3,3,120,8500000.0,-0.08048765892940683
2000,3,2,196,4050000.0,-0.30527829564544234
2001,3,2,100,6600000.0,-0.1764656835946804
2002,4,3,135,9700000.0,-0.01986995914081299
2003,2,2,106,4900000.0,-0.2623407582951883
2004,5,3,159,9600000.0,-0.02492143412319581
2005,4,3,154,10800000.0,0.035696265665398026
2006,4,2,105,5990000.0,-0.2072796809872156
2007,3,2,54,3080000.0,-0.3542776029745557
2008,3,1,42,2120000.0,-0.40277176280543076
2009,3,1,42,2030000.0,-0.4073180902895753
2010,2,2,69,2830000.0,-0.3669062904305127
2011,3,3,240,4500000.0,-0.28254665822471964
2012,3,2,94,5510000.0,-0.23152676090265314
2013,2,1,27,750000.0,-0.47197697006407535
2014,3,2,60,3890000.0,-0.31336065561725485
2015,4,4,378,52000000.0,2.1169039584071196
2016,3,2,133,9280000.0,-0.04108615406682083
2017,2,1,44,1260000.0,-0.446214447653923
2018,2,2,75,2500000.0,-0.38357615787237603
2019,2,1,35,1710000.0,-0.4234828102332003
2020,3,2,56,7430000.0,-0.134538441240903
2021,2,1,45,2700000.0,-0.3734732079076104
2022,4,8,300,31000000.0,1.0560942121067276
2023,4,3,241,15300000.0,0.2630126398726249
2024,5,3,255,13500000.0,0.17208609018973417
2025,3,1,42,2210000.0,-0.3982254353212862
2026,2,1,44,1750000.0,-0.42146222024024715
2027,2,1,36,1850000.0,-0.41641074525786437
2028,3,2,220,15000000.0,0.24785821492547647
2029,3,3,167,17000000.0,0.3488877145731329
2030,4,4,200,17000000.0,0.3488877145731329
2031,4,4,210,12500000.0,0.12157134036590597
2032,4,4,250,9000000.0,-0.055230284017492734
2033,5,3,126,8500000.0,-0.08048765892940683
2034,3,2,80,5090000.0,-0.25274295582866096
2035,4,3,113,6850000.0,-0.16383699613872335
2036,3,2,72,3800000.0,-0.31790698310139937
2037,3,2,78,5000000.0,-0.25728928331280554
2038,5,4,240,14000000.0,0.19734346510164827
2039,3,2,220,15000000.0,0.24785821492547647
2040,3,3,167,17000000.0,0.3488877145731329
2041,4,4,200,17000000.0,0.3488877145731329
2042,4,4,210,12500000.0,0.12157134036590597
2043,2,2,62,825000.0,-0.46818836382728823
2044,5,3,159,9600000.0,-0.02492143412319581
2045,4,3,154,10800000.0,0.035696265665398026
2046,4,2,105,5990000.0,-0.2072796809872156
2047,3,1,50,3810000.0,-0.3174018356031611
2048,3,2,54,3080000.0,-0.3542776029745557
2049,2,2,69,2830000.0,-0.3669062904305127
2050,3,3,240,4500000.0,-0.28254665822471964
2051,3,1,42,2120000.0,-0.40277176280543076
2052,3,1,42,2030000.0,-0.4073180902895753
2053,3,2,78,5000000.0,-0.25728928331280554
2054,3,2,94,5510000.0,-0.23152676090265314
2055,2,1,27,750000.0,-0.47197697006407535
2056,3,2,60,3890000.0,-0.31336065561725485
2057,2,1,42,1550000.0,-0.43156517020501284
2058,8,7,525,30000000.0,1.0055794622828995
2059,3,2,88,1870000.0,-0.4154004502613878
2060,2,1,46,3490000.0,-0.3335665555467861
2061,5,3,100,7650000.0,-0.1234251962796608
2062,3,1,40,1950000.0,-0.4113592702754815
2063,2,1,34,929068.0,-0.46293139484262213
2064,3,2,90,6630000.0,-0.17495024109996557
2065,4,4,250,9000000.0,-0.055230284017492734
2066,5,3,126,8500000.0,-0.08048765892940683
2067,3,2,80,5090000.0,-0.25274295582866096
2068,0,1,44,450000.0,-0.4871313950112238
2069,2,1,44,1080000.0,-0.4553071026222121
2070,3,2,86,3340000.0,-0.34114376802036034
2071,3,2,72,3800000.0,-0.31790698310139937
2072,4,3,113,6850000.0,-0.16383699613872335
2073,4,3,85,7080000.0,-0.15221860367924286
2074,5,4,240,14000000.0,0.19734346510164827
2075,3,2,207,55900000.0,2.3139114827200498
2076,5,3,200,5300000.0,-0.24213485836565707
2077,5,3,400,15100000.0,0.2529096899078593
2078,4,4,183,18500000.0,0.4246598393088752
2079,3,1,58,2330000.0,-0.3921636653424268
2080,3,3,220,28000000.0,0.904549962635243
2081,3,1,42,2000000.0,-0.40883353278429013
2082,4,3,90,3300000.0,-0.34316435801331346
2083,3,3,95,17600000.0,0.3791965644674298
2084,4,3,165,9430000.0,-0.033508941593246605
2085,3,2,75,3930000.0,-0.3113400656243017
2086,5,3,150,9230000.0,-0.04361189155801225
2087,4,4,200,9500000.0,-0.02997290910557863
2088,4,3,170,15000000.0,0.24785821492547647
2089,3,1,50,3810000.0,-0.3174018356031611
2090,3,1,42,1670000.0,-0.4255034002261534
2091,3,3,85,6070000.0,-0.20323850100130936
2092,3,1,42,1820000.0,-0.4179261877525792
2093,3,2,79,4270000.0,-0.2941650506842001
2094,3,4,216,16300000.0,0.3135273896964531
2095,3,2,78,6500000.0,-0.18151715857706324
2096,5,3,132,4450000.0,-0.28507239571591103
2097,4,2,200,12000000.0,0.09631396545399187
2098,3,2,95,5700000.0,-0.22192895843612578
2099,3,2,167,8840000.0,-0.06331264398930524
2100,3,3,93,9300000.0,-0.04007585907034427
2101,4,5,390,46000000.0,1.8138154594641507
2102,8,7,525,30000000.0,1.0055794622828995
2103,3,1,42,2270000.0,-0.3951945503318565
2104,2,1,44,2320000.0,-0.3926688128406651
2105,3,1,42,2540000.0,-0.3815555678794229
2106,3,2,80,6300000.0,-0.19162010854182887
2107,3,2,60,3600000.0,-0.328009933066165
2108,2,1,50,2300000.0,-0.39367910783714166
2109,3,1,42,2200000.0,-0.3987305828195245
2110,5,5,280,19000000.0,0.4499172142207893
2111,3,4,216,16300000.0,0.3135273896964531
2112,3,2,78,6500000.0,-0.18151715857706324
2113,3,2,95,5700000.0,-0.22192895843612578
2114,4,4,260,24000000.0,0.7024909633399302
2115,3,2,167,8840000.0,-0.06331264398930524
2116,5,3,200,5300000.0,-0.24213485836565707
2117,3,2,64,8390000.0,-0.08604428141002793
2118,2,1,52,7530000.0,-0.1294869662585202
2119,3,2,60,3600000.0,-0.328009933066165
2120,3,1,42,2540000.0,-0.3815555678794229
2121,2,1,50,2300000.0,-0.39367910783714166
2122,3,1,42,2200000.0,-0.3987305828195245
2123,3,2,67,11200000.0,0.05590216559492931
2124,2,2,70,5100000.0,-0.2522378083304227
2125,5,3,166,10300000.0,0.010438890753483929
2126,5,3,150,9230000.0,-0.04361189155801225
2127,0,1,22,1220000.0,-0.4482350376468761
2128,2,1,44,1080000.0,-0.4553071026222121
2129,2,2,60,4100000.0,-0.3027525581542509
2130,3,1,42,2270000.0,-0.3951945503318565
2131,5,4,325,16000000.0,0.2983729647493047
2132,2,1,46,3150000.0,-0.3507415704868877
2133,2,1,40,3010000.0,-0.35781363546222367
2134,4,2,70,5800000.0,-0.21687748345374297
2135,2,1,102,4580000.0,-0.2785054782388134
2136,3,1,42,2270000.0,-0.3951945503318565
2137,5,4,325,16000000.0,0.2983729647493047
2138,3,2,200,9000000.0,-0.055230284017492734
2139,2,1,46,4890000.0,-0.26284590579342665
2140,0,1,46,1200000.0,-0.4492453326433527
2141,3,1,53,2500000.0,-0.38357615787237603
2142,3,2,86,3340000.0,-0.34114376802036034
2143,3,2,125,6500000.0,-0.18151715857706324
2144,4,3,85,7080000.0,-0.15221860367924286
2145,0,1,22,1130000.0,-0.4527813651310207
2146,2,1,46,3320000.0,-0.34215406301683693
2147,4,3,85,5480000.0,-0.233042203397368
2148,5,4,330,16000000.0,0.2983729647493047
2149,2,1,70,909000.0,-0.4639451248420867
2150,0,1,30,1700000.0,-0.4239879577314386
2151,6,7,500,35000000.0,1.2581532114020404
2152,3,1,100,5500000.0,-0.23203190840089144
2153,3,2,104,5100000.0,-0.2522378083304227
2154,3,4,238,20000000.0,0.5004319640446174
2155,8,5,380,22000000.0,0.6014614636922738
2156,2,1,51,2920000.0,-0.3623599629463682
2157,4,3,145,7200000.0,-0.1461568337003835
2158,3,2,66,7020000.0,-0.15524948866867255
2159,2,2,72,5930000.0,-0.2103105659766453
2160,6,5,450,48000000.0,1.914844959111807
2161,3,1,42,2000000.0,-0.40883353278429013
2162,5,4,281,14900000.0,0.24280673994309365
2163,4,3,119,7740000.0,-0.11887886879551626
2164,6,6,436,21000000.0,0.5509467138684456
2165,3,2,240,16500000.0,0.3236303396612188
2166,4,2,140,11500000.0,0.07105659054207777
2167,4,2,83,6010000.0,-0.20626938599073905
2168,5,4,180,10500000.0,0.02054184071824957
2169,3,2,104,5100000.0,-0.2522378083304227
2170,3,4,238,20000000.0,0.5004319640446174
2171,8,5,380,22000000.0,0.6014614636922738
2172,2,1,51,2920000.0,-0.3623599629463682
2173,4,3,145,7200000.0,-0.1461568337003835
2174,4,3,215,22000000.0,0.6014614636922738
2175,3,1,100,5500000.0,-0.23203190840089144
2176,6,6,480,55000000.0,2.2684482078786044
2177,3,2,66,7020000.0,-0.15524948866867255
2178,2,1,45,1440000.0,-0.4371217926856339
2179,3,1,42,2010000.0,-0.40832838528605186
2180,3,3,95,17600000.0,0.3791965644674298
2181,4,3,169,6510000.0,-0.18101201107882495
2182,2,1,56,2010000.0,-0.40832838528605186
2183,2,1,42,2140000.0,-0.40176146780895416
2184,6,7,500,35000000.0,1.2581532114020404
2185,3,2,156,11000000.0,0.04579921563016367
2186,0,1,42,2030000.0,-0.4073180902895753
2187,0,1,42,2090000.0,-0.4042872053001456
2188,3,2,86,9200000.0,-0.04512733405272709
2189,5,5,350,22300000.0,0.6166158886394223
2190,4,4,200,17500000.0,0.374145089485047
2191,5,2,362,3500000.0,-0.33306140804854784
2192,3,3,115,6800000.0,-0.16636273362991477
2193,5,3,120,8790000.0,-0.06583838148049666
2194,3,1,35,2010000.0,-0.40832838528605186
2195,2,1,44,1030000.0,-0.45783284011340347
2196,4,4,350,37000000.0,1.3591827110496968
2197,3,4,248,16000000.0,0.2983729647493047
2198,2,1,36,2620000.0,-0.37751438789351666
2199,2,1,46,4520000.0,-0.28153636322824305
2200,5,6,488,65000000.0,2.7735957061168866
2201,2,1,102,2500000.0,-0.38357615787237603
2202,3,2,132,7320000.0,-0.1400950637215241
2203,5,3,150,8740000.0,-0.06836411897168806
2204,4,2,215,13400000.0,0.16703461520735136
2205,3,2,78,7400000.0,-0.13605388373561786
2206,3,1,40,1950000.0,-0.4113592702754815
2207,3,1,42,2210000.0,-0.3982254353212862
2208,3,2,102,4700000.0,-0.272443708259954
2209,4,3,215,22000000.0,0.6014614636922738
2210,5,4,220,12000000.0,0.09631396545399187
2211,4,3,260,17000000.0,0.3488877145731329
2212,3,2,77,4900000.0,-0.2623407582951883
2213,2,1,45,1440000.0,-0.4371217926856339
2214,3,1,42,2010000.0,-0.40832838528605186
2215,3,1,100,1600000.0,-0.4290394327138214
2216,5,3,158,10400000.0,0.015490365735866748
2217,3,3,95,17600000.0,0.3791965644674298
2218,3,1,42,2000000.0,-0.40883353278429013
2219,2,2,72,5880000.0,-0.21283630346783672
2220,4,3,270,17000000.0,0.3488877145731329
2221,2,2,80,3090000.0,-0.3537724554763174
2222,2,1,46,1680000.0,-0.42499825272791514
2223,5,2,115,6700000.0,-0.17141420861229759
2224,3,2,65,7810000.0,-0.11534283630784829
2225,5,5,230,19000000.0,0.4499172142207893
2226,4,4,264,50100000.0,2.020925933741846
2227,5,5,534,49200000.0,1.975462658900401
2228,4,4,349,61700000.0,2.6068970316982534
2229,3,2,156,11000000.0,0.04579921563016367
2230,0,1,42,2030000.0,-0.4073180902895753
2231,2,2,49,4190000.000000001,-0.2982062306701063
2232,3,1,42,2060000.0,-0.4058026477948604
2233,4,3,240,15700000.0,0.2832185398021562
2234,3,3,125,7800000.0,-0.11584798380608657
2235,4,3,244,12900000.0,0.14177724029543726
2236,2,1,44,4500000.0,-0.28254665822471964
2237,3,3,65,10000000.0,-0.004715534193664531
2238,3,3,96,4500000.0,-0.28254665822471964
2239,2,2,53,5250000.0,-0.2446605958568485
2240,2,1,46,4520000.0,-0.28153636322824305
2241,2,1,36,2620000.0,-0.37751438789351666
2242,5,6,488,65000000.0,2.7735957061168866
2243,8,8,750,59000000.0,2.470507207173917
2244,2,1,102,2500000.0,-0.38357615787237603
2245,3,2,132,7320000.0,-0.1400950637215241
2246,5,3,150,8740000.0,-0.06836411897168806
2247,4,3,120,5600000.0,-0.2269804334185086
2248,4,2,215,13400000.0,0.16703461520735136
2249,3,2,78,7400000.0,-0.13605388373561786
2250,3,1,42,2210000.0,-0.3982254353212862
2251,3,2,102,4700000.0,-0.272443708259954
2252,5,4,220,12000000.0,0.09631396545399187
2253,4,3,260,17000000.0,0.3488877145731329
2254,3,2,77,4900000.0,-0.2623407582951883
2255,4,3,156,14000000.0,0.19734346510164827
2256,2,1,51,1700000.0,-0.4239879577314386
2257,3,2,75,5490000.0,-0.2325370558991297
2258,2,1,42,1690000.0,-0.42449310522967687
2259,3,2,200,15000000.0,0.24785821492547647
2260,2,1,52,3500000.0,-0.33306140804854784
2261,2,1,36,2380000.0,-0.3896379278512354
2262,4,4,165,15500000.0,0.2731155898373906
2263,5,4,480,20000000.0,0.5004319640446174
2264,4,3,89,8260000.0,-0.0926111988871256
2265,3,2,83,5500000.0,-0.23203190840089144
2266,4,3,150,8500000.0,-0.08048765892940683
2268,3,3,249,14500000.0,0.22260084001356237
2269,5,5,198,30000000.0,1.0055794622828995
2270,5,4,158,7570000.0,-0.12746637626556706
2271,3,3,298,21500000.0,0.5762040887803598
2272,3,2,85,3800000.0,-0.31790698310139937
2273,4,5,410,46800000.0,1.8542272593232132
2274,4,3,103,6550000.0,-0.17899142108587182
2275,2,1,51,2230000.0,-0.39721514032480965
2277,2,1,70,1800000.0,-0.41893648274905576
2278,4,3,85,5650000.0,-0.2244546959273172
2279,3,2,109,4600000.0,-0.2774951832423368
2280,4,4,149,13900000.0,0.19229199011926545
2281,3,2,168,8050000.000000001,-0.10321929635012947
2282,3,3,65,10000000.0,-0.004715534193664531
2283,5,3,380,29000000.0,0.9550647124590712
2284,3,2,60,4750000.0,-0.26991797076876256
2285,4,3,200,15000000.0,0.24785821492547647
2287,3,3,96,4500000.0,-0.28254665822471964
2288,0,0,65,3090000.0,-0.3537724554763174
2289,3,2,83,5240000.0,-0.24516574335508676
2290,2,3,384,15000000.0,0.24785821492547647
2291,3,2,55,3110000.0,-0.3527621604798408
2292,3,3,84,8960000.0,-0.05725087401044586
2293,3,1,100,1600000.0,-0.4290394327138214
2294,3,1,42,2000000.0,-0.40883353278429013
2295,2,1,31,1590000.0,-0.4295445802120597
2296,3,2,66,7490000.0,-0.1315075562514733
2297,3,2,103,3300000.0,-0.34316435801331346
2298,2,1,36,2560000.0,-0.3805452728829463
2299,2,1,44,4500000.0,-0.28254665822471964
2300,2,2,72,1910000.0,-0.41337986026843465
2301,3,1,42,2060000.0,-0.4058026477948604
2302,2,1,36,1820000.0,-0.4179261877525792
2303,2,2,53,5250000.0,-0.2446605958568485
2304,3,2,106,6410000.0,-0.18606348606120776
